pert,freenrg_1,freenrg_2,freenrg_3,freenrg_4,freenrg_5,SEM
ejm_47~ejm_44_free,16.685842,16.498562,16.756859,-3.608118,22.281583,8.936481093223499
jmc_30~ejm_31_free,-44.677549,-45.124864,-45.072395,-44.207245,-46.487331,0.7616536046808672
jmc_30~ejm_49_bound,-6.120734,-8.99858,-6.732933,-6.294531,-6.854591,1.035141092803759
ejm_45~ejm_48_free,14.006279,14.159143,13.986544,0.044763,13.762796,5.5750060951156994
ejm_47~ejm_54_bound,-84.652265,-83.676293,-82.513952,-80.365284,-81.164843,1.5717835002906206
ejm_55~jmc_30_bound,51.340029,51.687113,51.47616,53.257258,51.238915,0.7439900996483759
ejm_54~jmc_23_bound,48.117147,49.041045,46.509726,47.442033,45.806937,1.1435166182316023
ejm_42~ejm_49_free,14.26966,14.60919,14.867829,14.780799,14.647483,0.20482284458858596
ejm_54~ejm_43_bound,80.870917,81.250904,78.824685,80.03953,81.895857,1.062016715498322
jmc_30~ejm_50_free,34.976739,37.741153,37.486262,37.066785,36.131866,1.0126454543175507
ejm_46~jmc_30_free,7.033908,7.104009,7.221226,7.111,7.190379,0.06665713579985257
ejm_45~ejm_54_bound,-54.611591,-55.731008,-55.440453,-54.983545,-55.546992,0.40831382427216634
ejm_31~ejm_50_free,82.458781,82.40989,82.431094,82.404956,82.430975,0.019085002356824986
jmc_23~ejm_31_free,-6.086981,-6.060472,-5.734954,-6.340019,-6.674241,0.31333159557414575
jmc_28~ejm_54_free,-70.175837,-66.245611,-65.915292,-66.826377,-59.762671,3.372284109482332
ejm_45~ejm_42_bound,-7.726409,4.853577,2.638586,2.704757,2.96905,4.481739514220139
ejm_43~ejm_31_bound,-43.643716,-42.083873,-45.909338,-44.731991,-43.322425,1.2976838939437603
ejm_44~ejm_42_free,-35.813496,-35.724632,-35.425436,-35.869127,-35.617676,0.1573289316706883
jmc_23~jmc_27_bound,16.84898,17.398102,16.944848,17.400068,17.476307,0.26191664100472856
ejm_45~jmc_28_bound,8.807086,16.190125,8.864907,9.399099,11.090601,2.785388878330894
jmc_23~ejm_46_free,31.131661,31.11225,31.05759,31.147021,30.9286,0.07939801431421321
ejm_44~jmc_30_bound,-18.845335,5.595568,-20.418742,0.631584,-25.381367,12.372997845839182
ejm_47~ejm_55_bound,-50.793408,-57.89385,-49.604036,-46.444086,-50.785486,3.7487243675645403
ejm_54~ejm_49_bound,81.622016,82.836908,11.48328,77.987186,83.466659,28.062209859959058
ejm_42~ejm_50_bound,58.429457,53.743828,54.312396,58.342568,58.533598,2.1673449785022774
ejm_54~jmc_27_free,65.54536,65.633911,65.01733,65.911178,65.100356,0.336067151978887
ejm_55~ejm_49_bound,48.501379,47.769361,46.371436,44.736963,17.399191,11.848210922769125
ejm_55~ejm_50_free,89.272013,89.123818,89.162085,89.280122,89.16947,0.06287679745216107
ejm_55~jmc_23_free,13.801566,15.176055,13.685031,13.74151,13.655257,0.5842337852227992
ejm_54~ejm_46_bound,80.831562,55.507397,80.792058,80.592483,80.574584,10.07663638537137
ejm_45~jmc_30_free,24.869714,24.251496,25.126108,30.03545,0.586745,10.401044283470455
ejm_48~ejm_42_bound,-7.162106,-9.136143,0.903199,-7.419983,-9.645428,3.8192869246039844
ejm_54~ejm_50_free,117.188822,117.119121,117.136297,117.274287,117.343678,0.08498525305251274
ejm_46~jmc_30_bound,5.985729,6.76336,7.90932,6.666036,6.937121,0.619360279789849
ejm_31~ejm_49_bound,38.424728,38.883886,38.156253,39.397724,38.723289,0.42216954362104187
ejm_48~ejm_31_free,-33.601317,-33.88464,-26.446203,-33.824607,-33.52782,2.9084063363303687
ejm_31~ejm_49_free,38.199255,38.434716,38.042275,38.073842,38.161195,0.13843183093291953
jmc_23~ejm_49_bound,29.338105,31.946016,32.379167,32.0782,33.097808,1.2786100083223824
jmc_23~ejm_49_free,29.928956,29.838041,30.094026,29.952424,30.139673,0.1108614740277246
ejm_45~ejm_46_free,18.044646,17.563618,18.055185,17.918424,17.656552,0.20202958982287694
ejm_54~ejm_42_bound,61.420468,61.536445,59.798142,61.279653,60.985325,0.6304554101646215
ejm_55~ejm_46_free,41.636604,47.821374,48.349911,45.428581,44.813222,2.4022044477723035
jmc_27~jmc_30_bound,21.278331,21.82978,21.72845,21.017645,21.169529,0.31830587625175777
jmc_28~ejm_42_bound,-4.717385,-3.506514,-4.763013,-3.363524,fail,0.6547440071589048
ejm_54~jmc_30_bound,88.001922,85.884697,88.221775,88.789782,87.524602,0.9875148246977545
ejm_47~ejm_42_free,-18.123785,-18.450633,-18.491544,-18.257055,-15.321934,1.2108585008786783
ejm_55~ejm_44_bound,69.490755,67.957241,fail,fail,fail,0.7667569999999984
ejm_47~jmc_28_free,-14.247843,-14.681792,-14.702897,-14.49999,-14.473331,0.1650872137151755
ejm_45~jmc_27_free,4.693497,4.921799,-4.423821,4.72903,13.45422,5.655571032347238
ejm_48~ejm_42_free,-9.514377,-9.731772,-9.09244,-10.249993,-9.496292,0.3779200555278325
jmc_30~ejm_31_bound,-42.468684,-43.440518,-42.834066,-41.271694,-42.812369,0.7186147504220606
jmc_28~ejm_55_bound,-34.858207,-27.412554,-35.069587,-38.497295,-36.369209,3.7453906301228233
ejm_47~ejm_54_free,-84.133961,-82.968977,-83.331475,-83.565485,-80.87224,1.1171903880978542
jmc_30~ejm_49_free,-8.602122,-8.770046,1.512712,-8.494137,-8.315187,4.025950030042648
jmc_27~ejm_31_bound,-24.538263,-23.71418,-21.975954,-23.978661,-22.372525,0.9774929234990088
ejm_47~ejm_43_bound,6.982063,0.941825,2.609778,6.319628,4.818891,2.265827322162834
ejm_45~ejm_31_free,-21.862284,-25.135273,-24.926838,-21.878948,-21.982214,1.5320391070647776
ejm_46~ejm_49_free,-1.35231,-1.327789,-1.148933,-1.299116,-0.727447,0.23285014991191225
jmc_27~ejm_42_free,-0.409195,-0.918958,-0.659773,-0.713412,-0.144609,0.26728649220684536
ejm_44~jmc_30_free,0.209229,-22.063202,-13.707417,-13.655657,fail,7.994052153487785
ejm_48~ejm_46_free,3.356756,-4.975704,-6.421515,3.239137,-1.296855,4.049631467884919
ejm_54~ejm_42_free,59.884083,59.886729,59.906654,59.695974,59.94095,0.08589184222264709
ejm_45~ejm_44_bound,37.91369,37.909524,41.388484,42.147487,fail,1.9467733939807128
ejm_43~ejm_42_bound,-19.841465,-19.713204,-21.639063,-20.988415,-21.250525,0.7717567473943067
jmc_27~ejm_50_free,57.041565,57.199004,59.967383,59.009703,57.815057,1.119927975934095
jmc_23~jmc_30_bound,38.130413,38.702616,38.024058,38.703639,38.920791,0.3528835969928914
ejm_47~jmc_23_bound,-38.741575,-36.148404,-36.986851,-39.11496,-38.743317,1.165026560026955
ejm_44~jmc_27_bound,-39.059686,-38.786377,-37.654727,-40.163981,-41.157098,1.2002532123336964
ejm_48~jmc_27_bound,-9.791801,-9.166943,-11.832346,-9.946768,-9.213617,0.9711419655183272
ejm_44~ejm_46_free,-21.17856,-24.357858,-22.042812,-21.704492,-21.319264,1.1588010136023181
ejm_54~jmc_23_free,30.276732,47.748658,46.158183,47.471368,35.276802,7.22533025123828
ejm_43~ejm_50_free,37.293951,37.475255,37.319052,37.525327,37.347512,0.09123753889841478
ejm_43~ejm_49_free,-6.652897,5.924952,-5.644361,-6.272464,-6.530237,4.892372165129902
ejm_48~ejm_49_bound,7.062395,-3.563292,-1.136442,-2.649957,-3.541115,4.012390679401566
ejm_50~ejm_49_free,-43.187599,-20.405068,-41.724262,-47.416075,-41.953927,9.489631031829118
ejm_48~ejm_44_free,26.482063,25.566487,2.297888,0.008187,25.300488,12.094234677516733
ejm_47~ejm_44_bound,26.420578,-7.169506,20.96693,18.75982,23.046134,12.05429532542976
ejm_54~ejm_50_bound,118.279791,117.934312,118.245522,118.942172,118.366591,0.3284864638505506
ejm_45~ejm_47_free,15.143237,19.070848,21.748224,22.685678,19.646027,2.6177793256660427
ejm_47~ejm_42_bound,-17.709959,-17.419385,-16.233756,-18.145619,-18.033643,0.6863228488464016
ejm_44~ejm_43_bound,-17.804953,-17.739073,-18.141078,-16.685662,-15.847392,0.8516770551021325
ejm_45~ejm_42_free,-2.186455,2.278082,1.856275,-2.043488,-1.80994,2.007063530822221
ejm_47~ejm_46_bound,-7.626296,-6.82868,2.477372,-8.179103,-7.314385,4.009848075095643
ejm_55~ejm_31_bound,8.568183,8.531591,8.755487,8.386196,8.438986,0.12734413476968634
jmc_28~jmc_27_free,-4.928443,-5.034318,-4.986538,-4.953498,-5.014031,0.03861384069268439
ejm_48~ejm_43_bound,-3.639185,17.3317,11.878424,13.332071,fail,7.970437871629403
ejm_46~ejm_42_bound,-13.315265,-13.482007,-13.448104,-13.307728,-8.830172,1.8245675178640448
jmc_28~ejm_49_bound,9.51357,6.94939,7.890233,9.047728,9.76563,1.0598583417658038
ejm_48~ejm_43_free,10.553531,10.70779,12.641807,9.741665,18.086016,3.0237236395839755
jmc_28~jmc_27_bound,-5.644698,-5.706346,-5.908652,-5.817451,-5.500422,0.1407529506310968
ejm_45~ejm_49_free,18.331808,18.134414,19.079684,26.317792,17.714855,3.2314429323026332
jmc_23~ejm_50_free,22.81961,76.602803,73.829645,75.829543,75.924045,21.111071612830766
ejm_54~ejm_43_free,79.042491,79.122953,79.003154,79.106779,79.187906,0.06436934839688922
ejm_55~ejm_50_bound,90.096715,82.813843,82.160232,90.245445,89.977801,3.7395141161243086
ejm_42~ejm_49_bound,14.96763,14.357828,14.672865,15.080604,16.221093,0.6324575435701594
ejm_55~jmc_30_free,52.484906,52.027835,52.053339,52.385019,52.935586,0.33178257967952396
ejm_43~ejm_46_free,-9.541985,-7.060263,0.433613,-6.651491,-6.897526,3.354854422126218
ejm_54~ejm_48_bound,78.53624,52.53093,77.410034,77.321627,fail,10.933252210220262
ejm_44~ejm_50_free,22.513918,22.562997,22.69764,22.424908,22.458414,0.09550610113202194
jmc_28~ejm_44_bound,29.094085,44.746008,5.236317,34.147531,31.505779,13.003227623824019
jmc_23~ejm_42_bound,17.963645,18.620188,16.994989,16.451589,fail,0.8402021139554384
ejm_47~ejm_50_free,-0.623109,39.292912,39.343254,40.770577,37.260134,15.955180110907314
ejm_47~ejm_46_free,-5.62123,-3.99369,-4.297777,-7.724248,-6.664906,1.4074586189177145
ejm_54~ejm_46_free,79.13215,79.460258,78.508459,79.095048,78.780963,0.32490552720481514
ejm_48~jmc_23_free,-34.197649,-28.445507,-28.77617,-27.872977,-28.301249,2.357381975426944
jmc_28~jmc_30_free,31.214434,31.42288,31.359692,31.33137,31.229758,0.07902692287163855
jmc_27~ejm_50_bound,59.439448,57.886398,58.219203,53.596765,59.451473,2.1555718478583454
ejm_55~ejm_49_free,45.714887,46.176152,45.478991,44.558772,41.856318,1.54311770841903
jmc_23~ejm_50_bound,72.622924,74.241316,76.777187,77.715861,fail,2.018652313251717
jmc_28~ejm_50_bound,51.524766,45.549556,53.791475,49.338144,53.700044,3.08502204264877
jmc_23~ejm_43_bound,45.545417,39.56118,40.887237,37.088627,36.047867,3.336932253065957
ejm_42~ejm_50_free,58.204282,58.221015,58.203272,58.212294,58.17906,0.014006516934627658
ejm_47~ejm_31_free,-42.99106,-42.007847,-41.122768,-42.16203,-41.466705,0.6403117561216561
ejm_47~jmc_30_bound,2.104557,1.396499,0.404057,3.904553,-0.397792,1.4804883686943846
ejm_47~jmc_30_free,1.592663,0.068209,1.724819,2.380228,2.07881,0.799401052464506
jmc_28~ejm_46_free,9.166085,9.052191,8.838133,9.104335,8.958339,0.11514715138743173
ejm_45~ejm_55_bound,-29.654727,-30.319829,-29.294905,-30.535265,-29.589119,0.46915030264852153
ejm_47~jmc_23_free,-36.383849,-36.294107,-38.144331,-35.504543,-37.32534,0.9128339424539392
ejm_46~ejm_31_free,-37.742947,-38.569371,-37.211124,-37.660321,-37.896311,0.44033291643773254
ejm_44~ejm_46_bound,-12.039119,-23.208875,-24.996283,-25.172606,-20.7146,4.8658573368575695
ejm_45~ejm_48_bound,13.72349,14.683078,15.399439,12.829813,12.653574,1.0566637364746456
ejm_48~jmc_27_free,-10.217353,-10.199211,-10.417046,-10.784815,-9.898404,0.29221807050174037
ejm_43~jmc_30_bound,-0.886905,0.645665,-1.400587,-4.109162,-2.831511,1.6331523720206882
ejm_47~jmc_27_bound,-21.243891,-19.60826,-21.414013,-19.30639,-19.25254,0.9595616784326897
ejm_44~ejm_50_bound,20.546127,0.145049,0.102688,21.237433,22.630282,10.47959143108393
ejm_46~ejm_49_bound,-2.090082,0.511173,3.402915,0.099925,-0.005852,1.7597604917351
jmc_27~ejm_43_free,20.340174,20.792982,19.381198,20.14377,fail,0.5098633961317474
ejm_45~ejm_43_bound,-1.835134,24.844279,27.909238,21.906776,25.048368,10.872107415419471
ejm_44~ejm_31_free,-59.228263,-59.296827,-59.20259,-59.540613,-59.492273,0.13851322494606755
ejm_45~ejm_44_free,1.504178,35.260193,35.024679,37.997942,6.895806,15.752412943477664
jmc_30~ejm_42_bound,-19.335647,-21.546054,-20.64506,-21.160175,-13.157367,3.09714123589084
jmc_28~ejm_43_free,18.319368,-1.417718,16.370944,16.138693,16.00211,7.298758942210809
ejm_55~ejm_31_free,7.754785,7.742225,7.856996,7.789122,7.76835,0.040456681409131716
ejm_44~ejm_43_free,-14.915491,-14.73702,-15.112045,-14.732014,-14.891929,0.13968784925167999
ejm_45~jmc_27_bound,-5.168554,4.525801,3.651621,4.616048,3.329569,3.712814070517887
ejm_43~ejm_50_bound,38.426293,20.780454,20.234892,37.946959,38.117103,8.652615167446648
ejm_55~ejm_44_free,66.828997,66.34314,66.357316,66.789239,66.532939,0.20650332407726377
ejm_54~jmc_30_free,86.38341,86.66782,87.324596,85.998819,91.097878,1.8530074389626807
ejm_45~ejm_47_bound,21.598425,22.774845,22.452921,23.440612,17.994689,1.9225078317106121
