pert,freenrg_1,freenrg_2,freenrg_3,freenrg_4,freenrg_5,SEM
lig_CAT-17b~lig_CAT-13n_lig_CAT-17b~lig_CAT-13n,66.596998,69.124787,66.378408,67.49132,67.607804,0.4305596171134466
lig_p38a_2y~lig_p38a_2ff_lig_p38a_2y~lig_p38a_2ff,-19.851463,-26.990578,-19.274521,-35.065844,-15.85236,3.3128613852739788
lig_18631-1~lig_18652-1_lig_18631-1~lig_18652-1,-148.568828,-146.924514,-145.033579,-149.103259,-146.735538,0.6725335540616202
34~39_34~39,-162.002743,-178.11193,-169.105561,-167.219363,-161.647192,2.0468415290454653
30~41_30~41,-153.099876,-151.350627,-151.795189,-151.178073,-149.413581,0.46706674107727925
lig_CAT-13b~lig_CAT-13n_lig_CAT-13b~lig_CAT-13n,-110.571801,-111.428341,-107.579454,-108.599496,-113.369512,0.8430456378344389
lig_p38a_2bb~lig_p38a_3fln_lig_p38a_2bb~lig_p38a_3fln,125.922564,127.489764,128.866768,125.586984,120.960267,1.3367451239910921
CHEMBL3265012~CHEMBL3265028_CHEMBL3265012~CHEMBL3265028,112.937287,113.937546,118.761368,116.925587,118.505266,0.7515788018058275
48~34_48~34,90.793767,97.630271,89.94751,88.740087,91.436239,1.4959237213349017
266~252_266~252,-22.338966,-27.333318,-29.879165,-27.266145,-32.085086,0.9036011619775296
54~84_54~84,-48.828335,-51.463462,-48.461818,-52.922645,-51.150748,0.9314779464342106
lig_CAT-17c~lig_CAT-13i_lig_CAT-17c~lig_CAT-13i,-4.269717,-2.594263,-3.501601,-3.520313,-3.957915,0.19174380900834262
25~29_25~29,99.257286,96.467942,99.570895,97.957351,99.375726,0.5876896859083882
CHEMBL3265026~CHEMBL3265025_CHEMBL3265026~CHEMBL3265025,-33.981053,-36.629957,-35.534884,-36.126349,-40.193721,0.6795803653437515
30~22_30~22,61.423431,72.100425,60.17409,58.717279,58.447513,2.539020697022449
lig_p38a_2f~lig_p38a_2bb_lig_p38a_2f~lig_p38a_2bb,-124.717277,-144.573999,-142.898488,-146.589692,-143.969781,4.00347263547077
57~20_57~20,-6.615852,-6.493449,-6.507759,-5.939823,-4.341611,0.35689391145895466
CHEMBL3265027~CHEMBL3265021_CHEMBL3265027~CHEMBL3265021,21.662907,21.628796,22.115973,21.928187,21.384475,0.09118557222249217
28~19_28~19,-16.917458,-17.288833,-13.814808,-17.020336,-17.541896,0.39758923266603446
26~19_26~19,31.283733,31.640992,28.991503,30.763294,29.565984,0.35911656870568387
252~61_252~61,-12.949875,-11.065486,-14.373449,-15.759019,-11.299674,0.6389770985180674
26~23_26~23,85.851182,70.255631,2.183565,60.278517,45.649866,13.601648961603896
lig_p38a_2x~lig_p38a_2m_lig_p38a_2x~lig_p38a_2m,-46.970163,-49.075791,-51.759046,-49.703503,-50.347066,1.3305897552560533
lig_p38a_2e~lig_p38a_2bb_lig_p38a_2e~lig_p38a_2bb,-92.812381,-93.843919,-93.093734,-91.854283,-92.184196,0.3493457950762544
CHEMBL1086409~CHEMBL1082249_CHEMBL1086409~CHEMBL1082249,-16.558207,-28.88018,-24.629206,-16.723159,-21.389817,1.8209851491512392
28~29_28~29,-106.056451,-116.447423,-109.768585,-112.3247,-108.938486,1.1034586529136634
lig_p38a_2r~lig_p38a_2u_lig_p38a_2r~lig_p38a_2u,-137.377007,-164.821441,-164.115801,-87.052624,-134.274569,14.16018057391818
out1~out8_out1~out8,-28.562229,-31.341904,-29.804194,-29.026579,-29.579231,0.36092274827214954
30~21_30~21,-116.079948,91.131445,81.871521,42.924537,87.584376,33.074823403820545
lig_CAT-13b~lig_CAT-13j_lig_CAT-13b~lig_CAT-13j,-33.509707,-31.368088,-32.997114,-33.569746,-31.665888,0.5000199931981272
30~38_30~38,-129.242258,-126.899845,-127.807125,-126.653548,-131.327495,0.9132703674513807
33~39_33~39,-222.701283,-222.925856,-218.218714,-227.711441,-204.621542,4.517728269174993
CHEMBL3265026~CHEMBL3265010_CHEMBL3265026~CHEMBL3265010,-88.527833,-91.858718,-92.871891,-93.683017,-90.537095,0.669609491292713
5k~1b_5k~1b,8.537182,8.683608,7.342926,8.13659,8.462691,0.4547832264790223
lig_CAT-17b~lig_CAT-13g_lig_CAT-17b~lig_CAT-13g,2.219346,0.352159,0.939278,2.267471,-11.989017,1.5139788703691883
38~31_38~31,126.234721,130.088423,131.233466,127.432534,129.127086,0.8982397669302445
lig_p38a_3flq~lig_p38a_3fmk_lig_p38a_3flq~lig_p38a_3fmk,78.570532,90.176543,77.738073,87.63494,83.670156,1.8610458990832066
lig_18626-1~lig_18660-1_lig_18626-1~lig_18660-1,-60.724387,-62.905892,-60.826119,-61.243764,-59.295286,0.7677506474476349
CHEMBL3259820~CHEMBL3265028_CHEMBL3259820~CHEMBL3265028,73.057128,75.583334,75.532165,76.198336,74.057087,0.8223975202118633
CHEMBL1085895~CHEMBL1093088_CHEMBL1085895~CHEMBL1093088,84.321478,93.168046,91.561016,90.879078,86.871267,1.105681402603793
lig_20~lig_32_lig_20~lig_32,-198.468989,-213.304662,-210.399743,-207.754301,-211.575372,2.0111682282915604
CHEMBL3265036~CHEMBL3265006_CHEMBL3265036~CHEMBL3265006,29.47294,33.590915,27.789251,31.388466,31.520409,0.8577457174220643
67~338_67~338,-110.764308,-113.904106,-113.035563,-106.411316,-114.34717,1.1909989048980252
CHEMBL3265019~CHEMBL3265026_CHEMBL3265019~CHEMBL3265026,33.068989,33.403732,33.187191,34.986932,36.220386,0.3488659727871069
lig_CAT-4l~lig_CAT-4p_lig_CAT-4l~lig_CAT-4p,46.932473,46.219531,47.710134,41.891749,48.100688,0.7400088448088921
18~24_18~24,-96.285165,-132.094783,-99.23581,-105.542235,-104.467074,4.572163382604302
lig_p38a_2u~lig_p38a_2k_lig_p38a_2u~lig_p38a_2k,171.504214,183.111567,173.470473,176.661368,172.055297,2.2216903219730106
20~34_20~34,93.447854,96.426175,93.600594,95.891873,86.083559,1.8501288758189538
44~34_44~34,23.894846,26.947053,20.114707,23.29197,33.024865,1.3183724599874587
CHEMBL3265015~CHEMBL3265023_CHEMBL3265015~CHEMBL3265023,44.30377,43.016828,42.860338,41.989456,43.137993,0.5040858385211063
35~25_35~25,-265.126095,-254.796622,-254.147742,-263.201604,-251.744381,1.7893131343486992
CHEMBL3265033~CHEMBL3265037_CHEMBL3265033~CHEMBL3265037,76.00536,79.57376,74.757079,77.271961,77.287244,0.6463981874844804
336~61_336~61,-17.684141,-14.431506,-8.134701,-12.234292,-16.570413,1.2629377560322854
CHEMBL3265015~CHEMBL3265006_CHEMBL3265015~CHEMBL3265006,38.523367,41.256297,39.268773,42.827272,40.49109,0.4554883520094662
lig_p38a_2p~lig_p38a_2e_lig_p38a_2p~lig_p38a_2e,71.797134,74.189282,69.711697,80.648263,73.517624,1.3504848236086995
lig_p38a_2v~lig_p38a_3flw_lig_p38a_2v~lig_p38a_3flw,-4.719391,-7.845962,-7.597586,-16.923928,-11.764383,1.2398097245377993
lig_p38a_2o~lig_p38a_2z_lig_p38a_2o~lig_p38a_2z,142.342321,137.777076,142.532022,135.323798,141.203839,0.9801758774566894
CHEMBL3265008~CHEMBL3265019_CHEMBL3265008~CHEMBL3265019,53.552257,51.355936,52.500553,50.671199,53.059581,0.3398436817061297
lig_p38a_2aa~lig_p38a_2v_lig_p38a_2aa~lig_p38a_2v,9.775317,9.445695,3.121901,14.55853,2.507102,1.2441802590291684
28~23_28~23,-146.410868,-141.645211,-145.803753,-146.377365,-146.864165,0.6709149879504915
33~53_33~53,-95.747779,-95.864659,-97.522201,-97.846172,-98.200328,0.5448128072283553
CHEMBL3265027~CHEMBL3265012_CHEMBL3265027~CHEMBL3265012,-76.448503,-78.134154,-81.585825,-79.171725,-79.478286,0.6064529082389604
CHEMBL3265014~CHEMBL3265017_CHEMBL3265014~CHEMBL3265017,76.17571,74.307122,75.564492,71.073572,76.97148,0.5507053349545563
CHEMBL3265021~CHEMBL3265010_CHEMBL3265021~CHEMBL3265010,-75.185814,-75.846245,-73.422618,-72.442233,-75.191969,0.4695485641506786
24~23_24~23,-64.878014,-63.689925,-62.789197,-60.784614,-63.862726,0.6891229160239409
28~38_28~38,15.231049,13.145177,13.351252,12.867613,15.676006,0.4018040014703401
lig_CAT-17c~lig_CAT-13f_lig_CAT-17c~lig_CAT-13f,15.03196,15.517206,15.826945,15.926692,14.852225,0.3407315238122526
lig_CAT-13d~lig_CAT-13n_lig_CAT-13d~lig_CAT-13n,73.099286,71.427865,73.648018,74.672494,72.461107,0.3424520911163515
lig_p38a_3fmh~lig_p38a_3flq_lig_p38a_3fmh~lig_p38a_3flq,-78.705831,-71.446134,-77.042419,-84.822473,-74.662813,1.94073004409833
lig_53~lig_47_lig_53~lig_47,-10.616688,-11.875034,-11.816402,-12.47471,-12.717455,0.24628478203731272
33~58_33~58,-95.813272,-93.602267,-98.419692,-99.019474,-95.992262,0.8346973288498429
33~42_33~42,-75.837457,-76.074939,-81.385181,-83.596669,-79.75861,1.1137518634657972
lig_p38a_3fln~lig_p38a_2u_lig_p38a_3fln~lig_p38a_2u,-158.829517,-148.57829,-153.407348,-156.618127,-166.791294,2.1130607066887768
5o~1b_5o~1b,-38.89973,-33.577054,-36.833092,-35.946028,-40.214808,0.9190066353527603
37~59_37~59,3.844589,-0.794134,8.91702,5.840575,5.403022,2.2570886926688107
CHEMBL3265015~CHEMBL3265024_CHEMBL3265015~CHEMBL3265024,31.041974,38.939829,31.328343,37.676264,27.266122,1.8669364730615357
44~23_44~23,-214.526263,-219.537856,-223.632114,-180.385389,-216.903538,4.338582230864387
lig_p38a_2e~lig_p38a_2o_lig_p38a_2e~lig_p38a_2o,-93.756644,-95.050043,-97.695852,-94.511581,-100.731268,0.8703104014943905
lig_CAT-13k~lig_CAT-17c_lig_CAT-13k~lig_CAT-17c,0.653601,1.085219,-5.271918,-9.795069,-1.148671,1.4926975115769916
lig_23466~lig_23482_lig_23466~lig_23482,-180.840568,-176.951598,-179.026799,-182.538107,-176.419299,1.2551147211013403
31~23_31~23,-29.672934,-74.704567,-186.751839,-162.176671,-40.188483,31.55730385892058
lig_18635-1~lig_17124-1_lig_18635-1~lig_17124-1,-7.529523,-7.5183,-7.457154,-7.775377,-7.802367,0.11105623989200748
54~31_54~31,48.190849,46.25115,48.508592,47.240038,47.819447,0.2713528726934951
lig_32~lig_22_lig_32~lig_22,206.953877,214.490706,203.464883,205.793413,210.802533,1.4217255927155168
CHEMBL3265033~CHEMBL3265027_CHEMBL3265033~CHEMBL3265027,198.993431,198.287639,198.2244,199.802135,200.091996,0.9002110258173703
62~23_62~23,39.815849,36.030382,37.789017,41.375086,36.069825,0.7964292578132273
lig_CAT-17b~lig_CAT-13j_lig_CAT-17b~lig_CAT-13j,-2.557813,-6.530386,-1.744419,11.591218,-2.42782,3.0977793005132725
25~37_25~37,212.733596,213.080512,213.416987,213.17688,212.532567,0.15817783104234392
CHEMBL3265014~CHEMBL3265028_CHEMBL3265014~CHEMBL3265028,121.761048,125.284312,128.18011,120.467457,129.303132,1.0145408269450462
lig_18633-1~lig_18652-1_lig_18633-1~lig_18652-1,-178.440194,-177.924447,-177.175176,-177.998398,-180.506588,0.4041707554803133
CHEMBL3265021~CHEMBL3265025_CHEMBL3265021~CHEMBL3265025,-19.842606,-19.98024,-20.491084,-19.516509,-16.268269,0.4675184313633083
30~26_30~26,-56.059484,-6.054927,-59.429223,-54.986065,-54.412685,10.070975924105053
44~29_44~29,-208.93698,-220.693525,-218.374189,-235.214552,-247.43162,10.291845365327834
lig_CAT-13m~lig_CAT-13c_lig_CAT-13m~lig_CAT-13c,64.60103,71.118789,59.253832,68.9032,65.563496,1.3427981445761663
33~20_33~20,-129.082638,-131.943944,-126.441061,-127.413943,-129.685135,1.0252673160291341
lig_18637-1~lig_18652-1_lig_18637-1~lig_18652-1,3.651012,1.52509,2.48915,3.396863,1.594368,0.4153007468865506
29~22_29~22,111.855306,110.631619,115.546615,112.818955,114.394062,0.8692733908777627
58~67_58~67,-57.621874,-62.03519,-56.349634,-57.904997,-60.536264,0.7069570582812735
252~67_252~67,117.93497,119.478114,117.906003,114.990544,108.603306,1.307414586783243
266~336_266~336,-1.264804,-5.854174,-1.485922,-1.780702,-2.714878,0.6237032098178851
39~31_39~31,224.310669,221.241555,225.752538,223.447928,229.069774,0.9500476710504151
lig_18626-1~lig_18638-1_lig_18626-1~lig_18638-1,-214.766907,-217.069586,-215.618119,-215.293226,-215.341328,0.5341603057731262
CHEMBL3265026~CHEMBL3265027_CHEMBL3265026~CHEMBL3265027,6.739983,6.001089,4.037032,2.849464,7.611256,0.49247806479513484
lig_1h1s~lig_1h1q_lig_1h1s~lig_1h1q,122.989015,131.292599,123.223047,129.849174,125.143608,1.391408668992058
lig_32~lig_17_lig_32~lig_17,208.56666,210.280705,206.298201,209.166099,209.624064,0.6825766217295611
26~29_26~29,-58.445601,-56.841728,-60.649362,-42.343201,-57.065291,2.0663319597067438
lig_CAT-17b~lig_CAT-13i_lig_CAT-17b~lig_CAT-13i,-2.767545,-1.84666,-1.715561,0.746796,-2.026791,0.3581451418195269
29~27_29~27,66.730167,64.746223,66.505925,65.681367,66.044812,0.22992590907114938
lig_23474~lig_23482_lig_23474~lig_23482,-154.067004,-145.924227,-148.320379,-158.055968,-167.256926,3.2074754968557975
33~48_33~48,-126.291493,-125.52497,-123.44303,-126.765416,-129.789069,0.6926196985509981
1~338_1~338,12.140602,15.04882,14.623435,16.329936,11.998668,0.7147441807340932
lig_p38a_2e~lig_p38a_2gg_lig_p38a_2e~lig_p38a_2gg,-71.857381,-1.821976,-74.544257,-78.168697,-80.674896,8.296905631542483
CHEMBL3265029~CHEMBL3265037_CHEMBL3265029~CHEMBL3265037,57.779321,57.469724,56.947241,56.354118,57.277762,0.14380489605420257
CHEMBL3265008~CHEMBL3265025_CHEMBL3265008~CHEMBL3265025,47.033081,47.062431,48.190767,46.468452,47.802093,0.49315854336841114
lig_1h1r~lig_28_lig_1h1r~lig_28,-76.42911,-77.608963,-78.63436,-78.634041,-72.47515,0.661644767315663
47~23_47~23,60.744051,60.714422,59.375181,61.719462,63.006874,0.46762731239117583
40~19_40~19,-54.014185,-55.31467,-52.813477,-50.537588,-58.011014,1.493037767072997
CHEMBL3265033~CHEMBL3265034_CHEMBL3265033~CHEMBL3265034,202.109233,197.967829,197.355846,202.501633,199.739045,1.197032862779904
CHEMBL3265020~CHEMBL3265025_CHEMBL3265020~CHEMBL3265025,-9.299152,-8.390949,-6.307124,-8.200989,-6.278496,0.4098546912059577
lig_23474~lig_23475_lig_23474~lig_23475,-14.849539,-6.610418,-16.065243,-17.098812,-9.697393,3.183555743250365
CHEMBL3265014~CHEMBL3265005_CHEMBL3265014~CHEMBL3265005,40.648504,44.070332,43.444295,45.135461,44.03635,0.5265536567708711
22~31_22~31,-85.660207,-84.314831,-79.785326,-80.575858,-79.904989,1.1637613102382456
252~1_252~1,-13.376793,-4.165497,-10.507842,-11.187302,-7.982027,1.0499090566361653
lig_45~lig_53_lig_45~lig_53,4.519124,4.879312,4.66749,3.867268,5.066649,0.14501038962992532
57~42_57~42,-3.138632,-1.258067,0.211603,-1.300858,-1.211532,0.3655804653527341
lig_p38a_2gg~lig_p38a_2m_lig_p38a_2gg~lig_p38a_2m,-11.298183,-6.438861,15.568783,-3.202344,2.776956,5.376049383466235
CHEMBL3265010~CHEMBL3265028_CHEMBL3265010~CHEMBL3265028,24.93922,24.464994,26.729311,26.213947,29.711718,1.135418469591104
CHEMBL3265014~CHEMBL3265020_CHEMBL3265014~CHEMBL3265020,62.594546,65.637157,63.397211,62.188303,66.110673,0.49751549929432765
lig_18633-1~lig_18660-1_lig_18633-1~lig_18660-1,-52.054069,-49.436311,-62.185426,-60.689121,-57.973181,1.5061866015627752
lig_p38a_2f~lig_p38a_2v_lig_p38a_2f~lig_p38a_2v,27.772075,28.755617,27.790773,27.149908,24.687249,0.41846935511556455
33~44_33~44,-67.251063,-68.600634,-62.298384,-64.583355,-60.231184,1.085213790414188
35~41_35~41,14.42968,9.792862,12.825837,10.83239,10.00713,0.6727885539685041
17~42_17~42,4.176317,-3.635694,17.001445,1.572192,5.249614,1.9076888171784627
34~47_34~47,-32.220232,-26.556956,-30.825351,-25.658333,-30.511826,1.5709789622197752
CHEMBL3265020~CHEMBL3265012_CHEMBL3265020~CHEMBL3265012,-53.885242,-49.559969,-50.94861,-51.862902,-50.862756,0.5418005324259411
lig_p38a_2bb~lig_p38a_2q_lig_p38a_2bb~lig_p38a_2q,76.219969,86.183307,94.08935,-0.654953,93.529118,20.46297461316781
25~41_25~41,215.929543,213.409855,215.636724,214.500425,215.942655,0.36042863688743265
1b~5d_1b~5d,-18.561859,-18.972776,-18.185564,-20.856517,-21.065001,0.4366894986362261
lig_17~lig_1oiu_lig_17~lig_1oiu,-130.445036,-132.315211,-130.980956,-130.095683,-133.516244,0.5658806028566621
lig_48~lig_37_lig_48~lig_37,7.767413,7.771662,7.570416,6.945678,7.153585,0.1850028348104128
lig_18635-1~lig_18652-1_lig_18635-1~lig_18652-1,-180.926619,-182.593186,-180.235559,-181.059971,-180.808557,0.33394973055265137
47~67_47~67,-65.746724,-65.666184,-65.154663,-65.310457,-68.331872,0.37474035928417054
84~42_84~42,23.563409,23.907949,21.286878,16.679228,23.613717,1.203993414797669
44~36_44~36,8.910677,9.3007,10.65072,9.989355,9.341831,0.37176477046672446
26~38_26~38,89.448852,56.53044,58.146438,65.927274,58.073193,14.000605148751317
lig_1oi9~lig_32_lig_1oi9~lig_32,-188.947074,-189.033973,-186.268001,-183.193105,-181.872566,1.616891520257901
1a~5o_1a~5o,33.598919,35.855654,32.85051,35.316728,31.612744,1.0268165944590606
39~23_39~23,214.184594,214.851543,216.187552,212.285977,218.04889,25.092475406651943
lig_18624-1~lig_18660-1_lig_18624-1~lig_18660-1,-61.222409,-59.586867,-60.673852,-67.427078,-61.774878,0.9973210992132974
CHEMBL3265014~CHEMBL3265025_CHEMBL3265014~CHEMBL3265025,148.917271,131.100579,135.685914,109.322501,105.293582,5.834423389746365
7b~338_7b~338,24.900003,25.444235,27.419916,23.933175,24.125234,0.8273281688467476
lig_1h1q~lig_32_lig_1h1q~lig_32,-206.890487,-208.953973,-205.066298,-212.374679,-208.283531,0.9060297817984403
30~23_30~23,86.795681,16.891081,84.371554,0.31165,80.80008,15.27753362401488
20~26_20~26,12.406048,7.139145,4.272299,10.312782,12.617842,1.4885530242716654
336~67_336~67,110.900388,107.468178,112.759299,112.455555,112.632344,0.8425571847077677
CHEMBL3265018~CHEMBL3265019_CHEMBL3265018~CHEMBL3265019,16.354375,16.364231,16.416133,16.397662,16.346331,0.013995596286173407
out17~11_out17~11,-2.213204,-1.569053,-0.668612,-2.835307,-1.576486,0.36208836049818005
lig_p38a_3fly~lig_p38a_2aa_lig_p38a_3fly~lig_p38a_2aa,5.730509,11.886952,-5.834532,4.671778,8.388515,2.9743544058052427
38~29_38~29,-153.742309,-156.150953,-152.647495,-154.905734,-154.111152,0.5860772874581118
290~57_290~57,-13.858863,-13.725193,-14.315332,-14.198675,-13.692426,0.12652417941223718
59~57_59~57,-11.865971,-7.767844,-9.257418,-9.240966,-8.924177,0.6714290542458973
165~237_165~237,5.48033,5.363681,4.871464,5.658715,5.521217,0.13538119425186063
156~237_156~237,1.36777,1.718129,1.780175,1.566909,1.694641,0.07319242455773686
CHEMBL3265027~CHEMBL3265022_CHEMBL3265027~CHEMBL3265022,50.836783,51.052349,50.747774,51.098715,51.243456,0.08997946508542981
lig_p38a_3flw~lig_p38a_3flq_lig_p38a_3flw~lig_p38a_3flq,-88.527948,-87.497226,-92.276025,-87.310517,-88.207686,0.906003712486026
lig_18660-1~lig_18631-1_lig_18660-1~lig_18631-1,63.608354,62.281118,64.915633,66.278975,67.838174,0.9753439272053419
29~35_29~35,96.799479,96.759696,96.328513,96.398771,93.303083,0.6604131258690733
lig_p38a_2x~lig_p38a_2f_lig_p38a_2x~lig_p38a_2f,-6.400362,-7.875656,-33.198116,-11.415225,-9.900909,4.934676603564702
19~37_19~37,-7.032906,-7.232417,-9.94095,-6.46851,-7.507481,0.6007888614790892
lig_p38a_2y~lig_p38a_2bb_lig_p38a_2y~lig_p38a_2bb,-94.701983,-96.225521,-97.923331,-97.586412,-96.978291,0.5733884520038404
lig_47~lig_49_lig_47~lig_49,10.03235,9.112119,8.288302,10.458688,7.995303,0.47774201249676584
251~227_251~227,51.073307,51.004379,50.250682,50.882527,50.575314,0.1527041163496917
CHEMBL3265012~CHEMBL3265011_CHEMBL3265012~CHEMBL3265011,8.395793,7.236822,10.127116,8.759181,8.058197,0.4751399666405046
215~67_215~67,18.120255,17.813428,18.378788,18.195845,17.826909,0.10922255337932736
231~23_231~23,-25.950471,-26.556148,-26.500101,-26.680176,-26.806119,0.14684978805534565
156~252_156~252,9.414048,9.348568,9.621069,9.460169,9.621082,0.05521709977660904
67~30_67~30,110.130012,111.052595,110.935057,110.692382,110.627602,0.15952794384765404
lig_p38a_2o~lig_p38a_2y_lig_p38a_2o~lig_p38a_2y,144.759611,142.232512,146.085996,142.29281,145.903987,0.8446000249922657
lig_p38a_2l~lig_p38a_2t_lig_p38a_2l~lig_p38a_2t,5.099619,5.009819,4.937844,5.173331,5.189405,0.04805135990749892
lig_36~lig_30_lig_36~lig_30,-4.689023,-4.378639,-4.480779,-5.082183,-5.076193,0.14671087180764755
47~55_47~55,1.866833,0.336389,1.695035,1.122638,2.490103,0.36395586950118003
lig_ejm_55~lig_ejm_44_lig_ejm_55~lig_ejm_44,-3.714998,-3.775678,-3.945609,-3.900866,-3.922223,0.04509784799677252
lig_23477~lig_23476_lig_23477~lig_23476,-90.152921,-88.835269,-89.415014,-88.86408,-87.829296,0.38182170692183126
34~41_34~41,-84.056534,-88.064818,-78.927871,-92.708946,15.886518,18.04011259657761
CHEMBL3265025~CHEMBL3259820_CHEMBL3265025~CHEMBL3259820,-19.004024,-23.666476,-20.964667,-20.980763,-15.37116,1.3739290255720997
27~24_27~24,54.373652,54.042598,49.797413,46.802378,50.693775,1.4088680270702223
65~41_65~41,-7.188851,-7.057317,-7.062945,-7.161926,-7.334885,0.05068397461762439
lig_p38a_3fln~lig_p38a_2n_lig_p38a_3fln~lig_p38a_2n,-0.978151,-2.790622,-2.230386,-3.871235,-7.836416,1.1706541827060202
57~256_57~256,-13.971777,-18.399602,-19.073239,-20.004421,-20.937035,1.205058350392727
7b~256_7b~256,-8.576181,-8.420484,-8.464657,-8.664113,-8.555949,0.04292947876739244
215~231_215~231,-3.273681,-3.716257,-2.950952,-3.24288,-3.23787,0.12281935097817447
lig_p38a_2l~lig_p38a_2e_lig_p38a_2l~lig_p38a_2e,1.961438,1.720105,1.866831,1.590975,2.028931,0.07979631668692483
lig_CAT-13a~lig_CAT-17c_lig_CAT-13a~lig_CAT-17c,25.420115,25.716857,25.622141,25.496575,26.274934,0.15106705285388977
19~17_19~17,6.741581,6.633426,7.881196,7.116126,7.391483,0.22668543185979106
lig_CHEMBL3402744_300_4~lig_CHEMBL3402753_200_13_lig_CHEMBL3402744_300_4~lig_CHEMBL3402753_200_13,78.2272,76.871682,76.263375,77.852969,79.092076,0.49908869655829774
lig_p38a_2e~lig_p38a_2p_lig_p38a_2e~lig_p38a_2p,-82.011042,-78.092697,-76.53271,-76.337198,-79.489142,1.04927067669255
lig_CAT-13o~lig_CAT-13i_lig_CAT-13o~lig_CAT-13i,-14.002855,-11.848605,-14.583172,-14.350056,-13.433982,0.48871701649901667
CHEMBL3265023~CHEMBL3265006_CHEMBL3265023~CHEMBL3265006,-7.501726,-6.133052,-9.807818,-7.015114,-6.030018,0.6850400107959824
23~41_23~41,-37.285556,-35.163588,-37.030453,-33.384386,-40.529054,1.1930066924231235
CHEMBL3265028~CHEMBL3259820_CHEMBL3265028~CHEMBL3259820,-75.036587,-76.941956,-73.891806,-71.434828,-75.171097,0.9073729289690884
167~156_167~156,-1.922251,-2.230645,-1.559226,-2.020403,-1.663585,0.12128034678298046
64~56_64~56,-17.032963,-17.252552,-16.971647,-17.009625,-17.214641,0.05721965586719327
CHEMBL3265016~CHEMBL3259820_CHEMBL3265016~CHEMBL3259820,-21.130155,-26.227554,-23.528461,-25.886849,-20.433596,1.186153296666034
23~30_23~30,-5.509447,-5.409309,-5.372075,-5.401872,-5.191443,2.597001262365881
lig_37~lig_27_lig_37~lig_27,-2.060632,-1.908728,-1.529745,-1.792878,-1.980761,0.09236773964182517
55~33_55~33,139.602526,141.942194,140.185582,140.527426,140.359347,0.38742973129304153
CHEMBL3265028~CHEMBL3265016_CHEMBL3265028~CHEMBL3265016,-24.853718,-25.227929,-25.1287,-25.21483,-25.223229,0.07134801669941478
64~36_64~36,-16.506009,-17.036888,-17.018781,-17.11501,-17.27189,0.1289114398277362
251~163_251~163,-0.355717,-0.081124,-0.179117,-0.14286,-0.210983,0.04583590138897674
