Index_1   ,Index_2   ,Filename_1               ,Filename_2               ,Str_sim        ,Eff_sim        ,Loose_sim      ,Connect   
1         ,3         ,001_19053.sdf            ,003_19057.sdf            ,0.12007        ,0.12007        ,0.12007        ,No        ,
1         ,4         ,001_19053.sdf            ,004_17403.sdf            ,0.30547        ,0.30547        ,0.30547        ,No        ,
1         ,5         ,001_19053.sdf            ,005_17879.sdf            ,0.25322        ,0.25322        ,0.25322        ,No        ,
1         ,6         ,001_19053.sdf            ,006_19065.sdf            ,0.23389        ,0.23389        ,0.23389        ,No        ,
1         ,7         ,001_19053.sdf            ,007_20735.sdf            ,0.26696        ,0.26696        ,0.26696        ,No        ,
1         ,8         ,001_19053.sdf            ,008_17409.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
1         ,9         ,001_19053.sdf            ,009_17401.sdf            ,0.35272        ,0.35272        ,0.35272        ,No        ,
1         ,10        ,001_19053.sdf            ,010_18004.sdf            ,0.39002        ,0.39002        ,0.39002        ,No        ,
1         ,11        ,001_19053.sdf            ,011_19030.sdf            ,0.08120        ,0.08120        ,0.08120        ,No        ,
1         ,12        ,001_19053.sdf            ,012_19051.sdf            ,0.33682        ,0.33682        ,0.33682        ,No        ,
1         ,13        ,001_19053.sdf            ,013_18945.sdf            ,0.28780        ,0.28780        ,0.28780        ,No        ,
1         ,14        ,001_19053.sdf            ,014_18006.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
1         ,15        ,001_19053.sdf            ,015_20213.sdf            ,0.19026        ,0.19026        ,0.19026        ,No        ,
1         ,16        ,001_19053.sdf            ,016_19052.sdf            ,0.19705        ,0.19705        ,0.19705        ,No        ,
1         ,17        ,001_19053.sdf            ,017_17411.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
1         ,18        ,001_19053.sdf            ,018_19031.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
1         ,19        ,001_19053.sdf            ,019_17399.sdf            ,0.11466        ,0.11466        ,0.11466        ,No        ,
1         ,20        ,001_19053.sdf            ,020_19032.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
1         ,21        ,001_19053.sdf            ,021_18941.sdf            ,0.25350        ,0.25350        ,0.25350        ,No        ,
1         ,22        ,001_19053.sdf            ,022_18661.sdf            ,0.22481        ,0.22481        ,0.22481        ,No        ,
1         ,23        ,001_19053.sdf            ,023_18939.sdf            ,0.27309        ,0.27309        ,0.27309        ,No        ,
1         ,24        ,001_19053.sdf            ,024_17876.sdf            ,0.25352        ,0.25352        ,0.25352        ,No        ,
1         ,25        ,001_19053.sdf            ,025_19362.sdf            ,0.23032        ,0.23032        ,0.23032        ,No        ,
1         ,26        ,001_19053.sdf            ,026_19061.sdf            ,0.10824        ,0.10824        ,0.10824        ,No        ,
1         ,27        ,001_19053.sdf            ,027_17400.sdf            ,0.17589        ,0.17589        ,0.17589        ,No        ,
1         ,28        ,001_19053.sdf            ,028_19060.sdf            ,0.09634        ,0.09634        ,0.09634        ,No        ,
1         ,29        ,001_19053.sdf            ,029_18983.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
1         ,30        ,001_19053.sdf            ,030_17877.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
1         ,31        ,001_19053.sdf            ,031_17402.sdf            ,0.27496        ,0.27496        ,0.27496        ,No        ,
1         ,32        ,001_19053.sdf            ,032_19050.sdf            ,0.26903        ,0.26903        ,0.26903        ,No        ,
2         ,3         ,002_16940.sdf            ,003_19057.sdf            ,0.43382        ,0.43382        ,0.43382        ,No        ,
2         ,4         ,002_16940.sdf            ,004_17403.sdf            ,0.91217        ,0.91217        ,0.91217        ,No        ,
2         ,5         ,002_16940.sdf            ,005_17879.sdf            ,0.72436        ,0.72436        ,0.72436        ,No        ,
2         ,6         ,002_16940.sdf            ,006_19065.sdf            ,0.76507        ,0.76507        ,0.76507        ,No        ,
2         ,7         ,002_16940.sdf            ,007_20735.sdf            ,0.72888        ,0.72888        ,0.72888        ,No        ,
2         ,8         ,002_16940.sdf            ,008_17409.sdf            ,0.69883        ,0.69883        ,0.69883        ,Yes       ,
2         ,9         ,002_16940.sdf            ,009_17401.sdf            ,0.82822        ,0.82822        ,0.82822        ,Yes       ,
2         ,10        ,002_16940.sdf            ,010_18004.sdf            ,0.70891        ,0.70891        ,0.70891        ,No        ,
2         ,11        ,002_16940.sdf            ,011_19030.sdf            ,0.15451        ,0.15451        ,0.15451        ,No        ,
2         ,12        ,002_16940.sdf            ,012_19051.sdf            ,0.80868        ,0.80868        ,0.80868        ,Yes       ,
2         ,13        ,002_16940.sdf            ,013_18945.sdf            ,0.59835        ,0.59835        ,0.59835        ,No        ,
2         ,14        ,002_16940.sdf            ,014_18006.sdf            ,0.34498        ,0.34498        ,0.34498        ,No        ,
2         ,15        ,002_16940.sdf            ,015_20213.sdf            ,0.56550        ,0.56550        ,0.56550        ,No        ,
2         ,16        ,002_16940.sdf            ,016_19052.sdf            ,0.43371        ,0.43371        ,0.43371        ,No        ,
2         ,17        ,002_16940.sdf            ,017_17411.sdf            ,0.26049        ,0.26049        ,0.26049        ,No        ,
2         ,18        ,002_16940.sdf            ,018_19031.sdf            ,0.14632        ,0.14632        ,0.14632        ,No        ,
2         ,19        ,002_16940.sdf            ,019_17399.sdf            ,0.54996        ,0.54996        ,0.54996        ,Yes       ,
2         ,20        ,002_16940.sdf            ,020_19032.sdf            ,0.12558        ,0.12558        ,0.12558        ,No        ,
2         ,21        ,002_16940.sdf            ,021_18941.sdf            ,0.61618        ,0.61618        ,0.61618        ,No        ,
2         ,22        ,002_16940.sdf            ,022_18661.sdf            ,0.54694        ,0.54694        ,0.54694        ,No        ,
2         ,23        ,002_16940.sdf            ,023_18939.sdf            ,0.76662        ,0.76662        ,0.76662        ,No        ,
2         ,24        ,002_16940.sdf            ,024_17876.sdf            ,0.69060        ,0.69060        ,0.69060        ,No        ,
2         ,25        ,002_16940.sdf            ,025_19362.sdf            ,0.37194        ,0.37194        ,0.37194        ,No        ,
2         ,26        ,002_16940.sdf            ,026_19061.sdf            ,0.25186        ,0.25186        ,0.25186        ,Yes       ,
2         ,27        ,002_16940.sdf            ,027_17400.sdf            ,0.48337        ,0.48337        ,0.48337        ,Yes       ,
2         ,28        ,002_16940.sdf            ,028_19060.sdf            ,0.35385        ,0.35385        ,0.35385        ,No        ,
2         ,29        ,002_16940.sdf            ,029_18983.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
2         ,30        ,002_16940.sdf            ,030_17877.sdf            ,0.72264        ,0.72264        ,0.72264        ,No        ,
2         ,31        ,002_16940.sdf            ,031_17402.sdf            ,0.55418        ,0.55418        ,0.55418        ,No        ,
2         ,32        ,002_16940.sdf            ,032_19050.sdf            ,0.74825        ,0.74825        ,0.74825        ,No        ,
3         ,4         ,003_19057.sdf            ,004_17403.sdf            ,0.42865        ,0.42865        ,0.42865        ,No        ,
3         ,5         ,003_19057.sdf            ,005_17879.sdf            ,0.30942        ,0.30942        ,0.30942        ,No        ,
3         ,6         ,003_19057.sdf            ,006_19065.sdf            ,0.29111        ,0.29111        ,0.29111        ,No        ,
3         ,7         ,003_19057.sdf            ,007_20735.sdf            ,0.30926        ,0.30926        ,0.30926        ,No        ,
3         ,8         ,003_19057.sdf            ,008_17409.sdf            ,0.29733        ,0.29733        ,0.29733        ,No        ,
3         ,9         ,003_19057.sdf            ,009_17401.sdf            ,0.44282        ,0.44282        ,0.44282        ,No        ,
3         ,10        ,003_19057.sdf            ,010_18004.sdf            ,0.32571        ,0.32571        ,0.32571        ,No        ,
3         ,11        ,003_19057.sdf            ,011_19030.sdf            ,0.10143        ,0.10143        ,0.10143        ,No        ,
3         ,12        ,003_19057.sdf            ,012_19051.sdf            ,0.36871        ,0.36871        ,0.36871        ,No        ,
3         ,13        ,003_19057.sdf            ,013_18945.sdf            ,0.30282        ,0.30282        ,0.30282        ,No        ,
3         ,14        ,003_19057.sdf            ,014_18006.sdf            ,0.16563        ,0.16563        ,0.16563        ,No        ,
3         ,15        ,003_19057.sdf            ,015_20213.sdf            ,0.20872        ,0.20872        ,0.20872        ,No        ,
3         ,16        ,003_19057.sdf            ,016_19052.sdf            ,0.17348        ,0.17348        ,0.17348        ,No        ,
3         ,17        ,003_19057.sdf            ,017_17411.sdf            ,0.09845        ,0.09845        ,0.09845        ,No        ,
3         ,18        ,003_19057.sdf            ,018_19031.sdf            ,0.07679        ,0.07679        ,0.07679        ,No        ,
3         ,19        ,003_19057.sdf            ,019_17399.sdf            ,0.75867        ,0.75867        ,0.75867        ,Yes       ,
3         ,20        ,003_19057.sdf            ,020_19032.sdf            ,0.05810        ,0.05810        ,0.05810        ,No        ,
3         ,21        ,003_19057.sdf            ,021_18941.sdf            ,0.25090        ,0.25090        ,0.25090        ,No        ,
3         ,22        ,003_19057.sdf            ,022_18661.sdf            ,0.24054        ,0.24054        ,0.24054        ,No        ,
3         ,23        ,003_19057.sdf            ,023_18939.sdf            ,0.34098        ,0.34098        ,0.34098        ,No        ,
3         ,24        ,003_19057.sdf            ,024_17876.sdf            ,0.29574        ,0.29574        ,0.29574        ,No        ,
3         ,25        ,003_19057.sdf            ,025_19362.sdf            ,0.23584        ,0.23584        ,0.23584        ,No        ,
3         ,26        ,003_19057.sdf            ,026_19061.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
3         ,27        ,003_19057.sdf            ,027_17400.sdf            ,0.19366        ,0.19366        ,0.19366        ,No        ,
3         ,28        ,003_19057.sdf            ,028_19060.sdf            ,0.91217        ,0.91217        ,0.91217        ,Yes       ,
3         ,29        ,003_19057.sdf            ,029_18983.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
3         ,30        ,003_19057.sdf            ,030_17877.sdf            ,0.32066        ,0.32066        ,0.32066        ,No        ,
3         ,31        ,003_19057.sdf            ,031_17402.sdf            ,0.26249        ,0.26249        ,0.26249        ,No        ,
3         ,32        ,003_19057.sdf            ,032_19050.sdf            ,0.30482        ,0.30482        ,0.30482        ,No        ,
4         ,5         ,004_17403.sdf            ,005_17879.sdf            ,0.76507        ,0.76507        ,0.76507        ,No        ,
4         ,6         ,004_17403.sdf            ,006_19065.sdf            ,0.76672        ,0.76672        ,0.76672        ,No        ,
4         ,7         ,004_17403.sdf            ,007_20735.sdf            ,0.69834        ,0.69834        ,0.69834        ,No        ,
4         ,8         ,004_17403.sdf            ,008_17409.sdf            ,0.68009        ,0.68009        ,0.68009        ,No        ,
4         ,9         ,004_17403.sdf            ,009_17401.sdf            ,0.88983        ,0.88983        ,0.88983        ,No        ,
4         ,10        ,004_17403.sdf            ,010_18004.sdf            ,0.73555        ,0.73555        ,0.73555        ,Yes       ,
4         ,11        ,004_17403.sdf            ,011_19030.sdf            ,0.19965        ,0.19965        ,0.19965        ,No        ,
4         ,12        ,004_17403.sdf            ,012_19051.sdf            ,0.77937        ,0.77937        ,0.77937        ,No        ,
4         ,13        ,004_17403.sdf            ,013_18945.sdf            ,0.59255        ,0.59255        ,0.59255        ,No        ,
4         ,14        ,004_17403.sdf            ,014_18006.sdf            ,0.38878        ,0.38878        ,0.38878        ,Yes       ,
4         ,15        ,004_17403.sdf            ,015_20213.sdf            ,0.54971        ,0.54971        ,0.54971        ,No        ,
4         ,16        ,004_17403.sdf            ,016_19052.sdf            ,0.44485        ,0.44485        ,0.44485        ,No        ,
4         ,17        ,004_17403.sdf            ,017_17411.sdf            ,0.27464        ,0.27464        ,0.27464        ,No        ,
4         ,18        ,004_17403.sdf            ,018_19031.sdf            ,0.17244        ,0.17244        ,0.17244        ,Yes       ,
4         ,19        ,004_17403.sdf            ,019_17399.sdf            ,0.42466        ,0.42466        ,0.42466        ,No        ,
4         ,20        ,004_17403.sdf            ,020_19032.sdf            ,0.15858        ,0.15858        ,0.15858        ,No        ,
4         ,21        ,004_17403.sdf            ,021_18941.sdf            ,0.62233        ,0.62233        ,0.62233        ,No        ,
4         ,22        ,004_17403.sdf            ,022_18661.sdf            ,0.59269        ,0.59269        ,0.59269        ,No        ,
4         ,23        ,004_17403.sdf            ,023_18939.sdf            ,0.76995        ,0.76995        ,0.76995        ,No        ,
4         ,24        ,004_17403.sdf            ,024_17876.sdf            ,0.68582        ,0.68582        ,0.68582        ,No        ,
4         ,25        ,004_17403.sdf            ,025_19362.sdf            ,0.45967        ,0.45967        ,0.45967        ,No        ,
4         ,26        ,004_17403.sdf            ,026_19061.sdf            ,0.21819        ,0.21819        ,0.21819        ,No        ,
4         ,27        ,004_17403.sdf            ,027_17400.sdf            ,0.38092        ,0.38092        ,0.38092        ,No        ,
4         ,28        ,004_17403.sdf            ,028_19060.sdf            ,0.28748        ,0.28748        ,0.28748        ,No        ,
4         ,29        ,004_17403.sdf            ,029_18983.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
4         ,30        ,004_17403.sdf            ,030_17877.sdf            ,0.72643        ,0.72643        ,0.72643        ,Yes       ,
4         ,31        ,004_17403.sdf            ,031_17402.sdf            ,0.60231        ,0.60231        ,0.60231        ,No        ,
4         ,32        ,004_17403.sdf            ,032_19050.sdf            ,0.70427        ,0.70427        ,0.70427        ,No        ,
5         ,6         ,005_17879.sdf            ,006_19065.sdf            ,0.70078        ,0.70078        ,0.70078        ,No        ,
5         ,7         ,005_17879.sdf            ,007_20735.sdf            ,0.55124        ,0.55124        ,0.55124        ,No        ,
5         ,8         ,005_17879.sdf            ,008_17409.sdf            ,0.53712        ,0.53712        ,0.53712        ,No        ,
5         ,9         ,005_17879.sdf            ,009_17401.sdf            ,0.83803        ,0.83803        ,0.83803        ,No        ,
5         ,10        ,005_17879.sdf            ,010_18004.sdf            ,0.61115        ,0.61115        ,0.61115        ,No        ,
5         ,11        ,005_17879.sdf            ,011_19030.sdf            ,0.20155        ,0.20155        ,0.20155        ,Yes       ,
5         ,12        ,005_17879.sdf            ,012_19051.sdf            ,0.62615        ,0.62615        ,0.62615        ,No        ,
5         ,13        ,005_17879.sdf            ,013_18945.sdf            ,0.68557        ,0.68557        ,0.68557        ,No        ,
5         ,14        ,005_17879.sdf            ,014_18006.sdf            ,0.32839        ,0.32839        ,0.32839        ,No        ,
5         ,15        ,005_17879.sdf            ,015_20213.sdf            ,0.41154        ,0.41154        ,0.41154        ,No        ,
5         ,16        ,005_17879.sdf            ,016_19052.sdf            ,0.35310        ,0.35310        ,0.35310        ,No        ,
5         ,17        ,005_17879.sdf            ,017_17411.sdf            ,0.21377        ,0.21377        ,0.21377        ,No        ,
5         ,18        ,005_17879.sdf            ,018_19031.sdf            ,0.13770        ,0.13770        ,0.13770        ,No        ,
5         ,19        ,005_17879.sdf            ,019_17399.sdf            ,0.29618        ,0.29618        ,0.29618        ,No        ,
5         ,20        ,005_17879.sdf            ,020_19032.sdf            ,0.12792        ,0.12792        ,0.12792        ,No        ,
5         ,21        ,005_17879.sdf            ,021_18941.sdf            ,0.48822        ,0.48822        ,0.48822        ,No        ,
5         ,22        ,005_17879.sdf            ,022_18661.sdf            ,0.59696        ,0.59696        ,0.59696        ,Yes       ,
5         ,23        ,005_17879.sdf            ,023_18939.sdf            ,0.80166        ,0.80166        ,0.80166        ,Yes       ,
5         ,24        ,005_17879.sdf            ,024_17876.sdf            ,0.53991        ,0.53991        ,0.53991        ,No        ,
5         ,25        ,005_17879.sdf            ,025_19362.sdf            ,0.52460        ,0.52460        ,0.52460        ,No        ,
5         ,26        ,005_17879.sdf            ,026_19061.sdf            ,0.16100        ,0.16100        ,0.16100        ,No        ,
5         ,27        ,005_17879.sdf            ,027_17400.sdf            ,0.29729        ,0.29729        ,0.29729        ,No        ,
5         ,28        ,005_17879.sdf            ,028_19060.sdf            ,0.20363        ,0.20363        ,0.20363        ,No        ,
5         ,29        ,005_17879.sdf            ,029_18983.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
5         ,30        ,005_17879.sdf            ,030_17877.sdf            ,0.59374        ,0.59374        ,0.59374        ,No        ,
5         ,31        ,005_17879.sdf            ,031_17402.sdf            ,0.62338        ,0.62338        ,0.62338        ,No        ,
5         ,32        ,005_17879.sdf            ,032_19050.sdf            ,0.55746        ,0.55746        ,0.55746        ,No        ,
6         ,7         ,006_19065.sdf            ,007_20735.sdf            ,0.65164        ,0.65164        ,0.65164        ,No        ,
6         ,8         ,006_19065.sdf            ,008_17409.sdf            ,0.62609        ,0.62609        ,0.62609        ,No        ,
6         ,9         ,006_19065.sdf            ,009_17401.sdf            ,0.84570        ,0.84570        ,0.84570        ,Yes       ,
6         ,10        ,006_19065.sdf            ,010_18004.sdf            ,0.68828        ,0.68828        ,0.68828        ,No        ,
6         ,11        ,006_19065.sdf            ,011_19030.sdf            ,0.21243        ,0.21243        ,0.21243        ,Yes       ,
6         ,12        ,006_19065.sdf            ,012_19051.sdf            ,0.71520        ,0.71520        ,0.71520        ,No        ,
6         ,13        ,006_19065.sdf            ,013_18945.sdf            ,0.64253        ,0.64253        ,0.64253        ,No        ,
6         ,14        ,006_19065.sdf            ,014_18006.sdf            ,0.38354        ,0.38354        ,0.38354        ,Yes       ,
6         ,15        ,006_19065.sdf            ,015_20213.sdf            ,0.52637        ,0.52637        ,0.52637        ,No        ,
6         ,16        ,006_19065.sdf            ,016_19052.sdf            ,0.43010        ,0.43010        ,0.43010        ,No        ,
6         ,17        ,006_19065.sdf            ,017_17411.sdf            ,0.26970        ,0.26970        ,0.26970        ,No        ,
6         ,18        ,006_19065.sdf            ,018_19031.sdf            ,0.16330        ,0.16330        ,0.16330        ,Yes       ,
6         ,19        ,006_19065.sdf            ,019_17399.sdf            ,0.40515        ,0.40515        ,0.40515        ,No        ,
6         ,20        ,006_19065.sdf            ,020_19032.sdf            ,0.14249        ,0.14249        ,0.14249        ,No        ,
6         ,21        ,006_19065.sdf            ,021_18941.sdf            ,0.57978        ,0.57978        ,0.57978        ,No        ,
6         ,22        ,006_19065.sdf            ,022_18661.sdf            ,0.62246        ,0.62246        ,0.62246        ,Yes       ,
6         ,23        ,006_19065.sdf            ,023_18939.sdf            ,0.74846        ,0.74846        ,0.74846        ,No        ,
6         ,24        ,006_19065.sdf            ,024_17876.sdf            ,0.62825        ,0.62825        ,0.62825        ,No        ,
6         ,25        ,006_19065.sdf            ,025_19362.sdf            ,0.49958        ,0.49958        ,0.49958        ,No        ,
6         ,26        ,006_19065.sdf            ,026_19061.sdf            ,0.20355        ,0.20355        ,0.20355        ,No        ,
6         ,27        ,006_19065.sdf            ,027_17400.sdf            ,0.36972        ,0.36972        ,0.36972        ,No        ,
6         ,28        ,006_19065.sdf            ,028_19060.sdf            ,0.26872        ,0.26872        ,0.26872        ,No        ,
6         ,29        ,006_19065.sdf            ,029_18983.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
6         ,30        ,006_19065.sdf            ,030_17877.sdf            ,0.66562        ,0.66562        ,0.66562        ,No        ,
6         ,31        ,006_19065.sdf            ,031_17402.sdf            ,0.62745        ,0.62745        ,0.62745        ,Yes       ,
6         ,32        ,006_19065.sdf            ,032_19050.sdf            ,0.66273        ,0.66273        ,0.66273        ,No        ,
7         ,8         ,007_20735.sdf            ,008_17409.sdf            ,0.04817        ,0.04817        ,0.04817        ,No        ,
7         ,9         ,007_20735.sdf            ,009_17401.sdf            ,0.54973        ,0.54973        ,0.54973        ,No        ,
7         ,10        ,007_20735.sdf            ,010_18004.sdf            ,0.84141        ,0.84141        ,0.84141        ,Yes       ,
7         ,11        ,007_20735.sdf            ,011_19030.sdf            ,0.11654        ,0.11654        ,0.11654        ,No        ,
7         ,12        ,007_20735.sdf            ,012_19051.sdf            ,0.91317        ,0.91317        ,0.91317        ,Yes       ,
7         ,13        ,007_20735.sdf            ,013_18945.sdf            ,0.40374        ,0.40374        ,0.40374        ,No        ,
7         ,14        ,007_20735.sdf            ,014_18006.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
7         ,15        ,007_20735.sdf            ,015_20213.sdf            ,0.80072        ,0.80072        ,0.80072        ,Yes       ,
7         ,16        ,007_20735.sdf            ,016_19052.sdf            ,0.64857        ,0.64857        ,0.64857        ,No        ,
7         ,17        ,007_20735.sdf            ,017_17411.sdf            ,0.08960        ,0.08960        ,0.08960        ,No        ,
7         ,18        ,007_20735.sdf            ,018_19031.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
7         ,19        ,007_20735.sdf            ,019_17399.sdf            ,0.25403        ,0.25403        ,0.25403        ,No        ,
7         ,20        ,007_20735.sdf            ,020_19032.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
7         ,21        ,007_20735.sdf            ,021_18941.sdf            ,0.74555        ,0.74555        ,0.74555        ,No        ,
7         ,22        ,007_20735.sdf            ,022_18661.sdf            ,0.35208        ,0.35208        ,0.35208        ,No        ,
7         ,23        ,007_20735.sdf            ,023_18939.sdf            ,0.44766        ,0.44766        ,0.44766        ,No        ,
7         ,24        ,007_20735.sdf            ,024_17876.sdf            ,0.79161        ,0.79161        ,0.79161        ,Yes       ,
7         ,25        ,007_20735.sdf            ,025_19362.sdf            ,0.29139        ,0.29139        ,0.29139        ,No        ,
7         ,26        ,007_20735.sdf            ,026_19061.sdf            ,0.17225        ,0.17225        ,0.17225        ,No        ,
7         ,27        ,007_20735.sdf            ,027_17400.sdf            ,0.27344        ,0.27344        ,0.27344        ,No        ,
7         ,28        ,007_20735.sdf            ,028_19060.sdf            ,0.19110        ,0.19110        ,0.19110        ,No        ,
7         ,29        ,007_20735.sdf            ,029_18983.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
7         ,30        ,007_20735.sdf            ,030_17877.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
7         ,31        ,007_20735.sdf            ,031_17402.sdf            ,0.39539        ,0.39539        ,0.39539        ,No        ,
7         ,32        ,007_20735.sdf            ,032_19050.sdf            ,0.78777        ,0.78777        ,0.78777        ,Yes       ,
8         ,9         ,008_17409.sdf            ,009_17401.sdf            ,0.50735        ,0.50735        ,0.50735        ,No        ,
8         ,10        ,008_17409.sdf            ,010_18004.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
8         ,11        ,008_17409.sdf            ,011_19030.sdf            ,0.11755        ,0.11755        ,0.11755        ,No        ,
8         ,12        ,008_17409.sdf            ,012_19051.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
8         ,13        ,008_17409.sdf            ,013_18945.sdf            ,0.38435        ,0.38435        ,0.38435        ,No        ,
8         ,14        ,008_17409.sdf            ,014_18006.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
8         ,15        ,008_17409.sdf            ,015_20213.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
8         ,16        ,008_17409.sdf            ,016_19052.sdf            ,0.10885        ,0.10885        ,0.10885        ,No        ,
8         ,17        ,008_17409.sdf            ,017_17411.sdf            ,0.08528        ,0.08528        ,0.08528        ,No        ,
8         ,18        ,008_17409.sdf            ,018_19031.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
8         ,19        ,008_17409.sdf            ,019_17399.sdf            ,0.22951        ,0.22951        ,0.22951        ,No        ,
8         ,20        ,008_17409.sdf            ,020_19032.sdf            ,0.05482        ,0.05482        ,0.05482        ,No        ,
8         ,21        ,008_17409.sdf            ,021_18941.sdf            ,0.20271        ,0.20271        ,0.20271        ,No        ,
8         ,22        ,008_17409.sdf            ,022_18661.sdf            ,0.32701        ,0.32701        ,0.32701        ,No        ,
8         ,23        ,008_17409.sdf            ,023_18939.sdf            ,0.40617        ,0.40617        ,0.40617        ,No        ,
8         ,24        ,008_17409.sdf            ,024_17876.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
8         ,25        ,008_17409.sdf            ,025_19362.sdf            ,0.28439        ,0.28439        ,0.28439        ,No        ,
8         ,26        ,008_17409.sdf            ,026_19061.sdf            ,0.17366        ,0.17366        ,0.17366        ,No        ,
