pert,ddg,ddg_sem,bound_sem,free_sem
ejm_54~ejm_45,-0.4388676666666669,0.2369946209472328,0.22695755218666203,0.06824016312525308
jmc_23~intermediate_01,-2.1432821666666726,0.42372021409914823,0.4198558949253901,0.05709507275262709
ejm_55~ejm_44,-4.037869266666661,0.6961695401729415,0.6780356266661514,0.15785980373750724
ejm_43~ejm_47,-1.0960448333333335,1.1024317009104743,0.7603730492422234,0.7982408666301448
jmc_23~ejm_48,-0.500370233333328,0.3862551622634376,0.3319429437980185,0.1975017276832283
ejm_43~ejm_42,-0.765544666666667,0.26539631637117495,0.26265204316020024,0.03806716389700037
jmc_30~jmc_23,0.2806680000000057,0.13766247270218573,0.13664192280680199,0.01673144710238766
ejm_31~ejm_49,0.3908913333333359,0.5702199124195372,0.5429472384221399,0.17423847109498142
jmc_28~ejm_43,-0.6000725999999972,0.3705882033994872,0.25703767843792835,0.2669592634880833
jmc_23~ejm_31,-1.647828800000001,0.37142822160798894,0.29628160969141065,0.2240002936728878
ejm_44~jmc_23,2.1806240000000017,1.0884146119017326,1.0477881287967046,0.29459532337411504
ejm_46~ejm_55,1.7294721666666675,0.8134956675016127,0.23298178146026777,0.7794194573857484
ejm_54~ejm_44,-2.966136166666658,1.1863862746806217,1.183406276155959,0.08403557761597143
ejm_55~ejm_49,-2.4109986666666643,0.9305794061583775,0.3360172893793567,0.8677962966066565
ejm_48~jmc_27,-0.18019133333333492,0.42685497454590926,0.4209795879092332,0.07057872100258741
ejm_44~ejm_50,0.8570039999999999,0.531492427065899,0.5277796054514295,0.06271274270778895
jmc_28~ejm_54,1.4210441666666611,1.0173648514025313,0.8662736034083659,0.5334803510038394
intermediate_01~ejm_50,0.17410566666666938,1.6024126036841484,1.2448074640956528,1.00904931979441
jmc_30~ejm_49,-0.9436521666666673,0.7542962217766714,0.7146064965472375,0.24145464435177988
ejm_45~ejm_42,-1.0581862666666664,0.8926179742049998,0.12436646916744794,0.8839116636976004
ejm_48~ejm_47,-2.0941224,2.005788048005752,1.7005576311192925,1.06362090839014
ejm_55~jmc_28,-2.1035473333333314,0.8996620693924229,0.48865669850051974,0.755384981392951
jmc_27~intermediate_01,-1.864868333333333,0.41285937800516415,0.38270615925753004,0.15488338088110387
ejm_50~ejm_47,-0.13654299999999608,1.0814390427791112,0.9079724076754757,0.587449155371765
ejm_54~ejm_47,-1.6238793333333348,3.438542949294243,2.651749140041035,2.189018984027499
ejm_31~ejm_48,-0.19555710000000204,0.5959640466433712,0.5569623416624166,0.21205210411938813
ejm_43~ejm_50,-1.4175741666666681,0.5610891314242573,0.5605904986899922,0.023649654985503366
ejm_46~ejm_43,0.4919295666666672,0.29534430302059506,0.27680893549732094,0.10298092326038402
ejm_54~jmc_23,0.2811511666666675,0.787777295852553,0.5881567249637775,0.524084663714408
ejm_49~ejm_42,0.8743072000000023,0.502874003809576,0.2700106035376019,0.4242364172071198
ejm_47~ejm_31,0.7195291666666535,0.6762295840189887,0.6042487428927165,0.30359497198581264
ejm_43~ejm_54,-0.07303050000000155,0.5053833242932705,0.4325986381474954,0.2612866677552632
ejm_50~jmc_28,0.4677683333333462,1.0831182354921114,0.989403376838714,0.44071086888763533
ejm_55~ejm_45,-0.2500199999999957,0.30441137604397916,0.2880614444591544,0.09842199998523908
ejm_55~jmc_27,-0.43030800000000013,1.1008616383326597,0.8757693392636752,0.6670265445678556
ejm_44~ejm_55,1.3777647999999942,0.7483394230341862,0.7345580217130836,0.1429559540701249
ejm_49~jmc_23,2.272796600000003,0.20357037462180028,0.19392330705477384,0.06192453798455033
ejm_43~ejm_45,-0.24009616666666744,0.437157723133609,0.37464134061179094,0.22527925070889504
intermediate_01~jmc_27,0.9967368333333333,0.4860141019068675,0.4286011661598436,0.22915223677451005
jmc_30~intermediate_01,-2.731946000000004,0.5503528787814737,0.5432137731154231,0.0883577267745222
jmc_27~ejm_43,-0.8908642499999999,1.060117125734336,0.9947370131706508,0.366533211187694
ejm_49~jmc_30,2.420365199999999,0.7406605967015348,0.7139954087860324,0.19694840882510342
jmc_30~ejm_31,-2.1525794000000005,0.541911257667767,0.5014408468314688,0.20548695412604762
ejm_44~ejm_47,1.4282498333333287,1.9560506108989513,1.4390983556238124,1.324813162388946
ejm_54~jmc_28,-2.709554499999996,0.8715890949912988,0.7077017630478969,0.508749216300772
ejm_49~ejm_31,0.34468533333332374,0.36230177408832054,0.29804714996285986,0.20598658186047217
ejm_42~ejm_44,-3.23914933333333,0.32826757817252655,0.31744633825266927,0.0835908201253447
ejm_46~ejm_50,1.5523051333333413,1.2446183536687807,1.2283326049710404,0.2006834767843241
ejm_45~ejm_43,0.04596520000000481,0.6071860082325186,0.5048383801703671,0.3373619102689276
ejm_43~ejm_46,-0.5281219999999998,0.2796011613211219,0.27562911309014515,0.046961701728749146
jmc_30~ejm_50,1.7517103333333282,2.3486985981258104,2.328732440968401,0.30559830369211877
jmc_30~ejm_55,0.4760656666666705,1.2513970371721717,0.9388927204786025,0.8273300454326425
ejm_49~jmc_27,1.5885754999999993,0.27480164920175715,0.26621887139562656,0.06814293005766953
intermediate_01~ejm_44,0.15598099999999704,1.7908265997483277,0.6155635910447524,1.6817078746756957
jmc_28~ejm_49,-0.38746516666666597,0.389454064081197,0.36644691161556175,0.13187542984490233
ejm_42~intermediate_01,-1.9637284999999993,0.09804587417091506,0.08845252423293407,0.04229827891015333
ejm_48~ejm_31,-1.5521034000000071,0.7040575217517808,0.6948995889671107,0.11318814067118525
ejm_48~ejm_49,-0.4959642500000001,1.3957326903148322,1.0610689129169364,0.9067538281445245
ejm_49~ejm_43,1.2540380000000004,0.9804801137791966,0.9137851118162755,0.35544060395428
ejm_42~ejm_46,-0.16917683333333677,0.14800272027441844,0.14051641355215802,0.04647518403477983
ejm_50~ejm_49,1.0869352142857167,0.7114927576575347,0.6277634180954247,0.3348656971089642
ejm_43~jmc_27,-0.29741653333333673,0.6316438983238775,0.5766048275320323,0.2578776592815673
ejm_48~ejm_43,-0.6283417333333325,0.8813274322785324,0.8726685597501265,0.12323809358437483
ejm_48~ejm_50,1.9011739333333324,2.153760911565009,2.1094473977551034,0.4346466844341054
ejm_45~ejm_54,-0.3947300000000027,0.770052441869939,0.7664802197758451,0.07408667843970249
ejm_48~jmc_30,-0.9756176666666665,0.5502466452819036,0.5323842497202197,0.13906250858454897
jmc_27~ejm_31,-1.507885166666668,0.3372201934950335,0.3186377457738561,0.11039676566359764
ejm_42~ejm_49,-1.8537212333333297,0.5738276339069841,0.5494152961336806,0.1655928313956489
ejm_44~ejm_49,0.5311936000000017,1.1251796691974398,1.1212876363845543,0.09350574563308933
ejm_49~ejm_47,0.6469893333333321,0.8168195862959308,0.7244444380498027,0.3773254467106096
jmc_27~ejm_50,0.12822424999999527,0.7920157059609974,0.650221249720096,0.45221809439841476
ejm_43~jmc_28,-0.3409688000000024,0.6921326514201595,0.6531210348653916,0.22908627409397497
ejm_42~jmc_30,1.375972666666673,0.7178873359577937,0.6604991030565701,0.28125284352348245
ejm_50~ejm_31,0.02690300000000434,0.08440805004790046,0.058051698848909546,0.061275763346076595
ejm_50~ejm_43,-0.5473638333333284,0.6582377342947902,0.6564904032262983,0.04792979575703468
ejm_55~ejm_48,-1.3456731666666712,1.15219150054365,0.8713732223650086,0.7538262142365766
ejm_54~ejm_55,-0.611496333333335,0.19409680503418342,0.19162229835481928,0.030894408841964136
ejm_43~ejm_49,-0.44826060000000023,1.1431538497050284,1.133222808711226,0.15035554499940026
ejm_47~ejm_50,0.7882735333333315,1.19585607738927,0.7878318780615008,0.8996625421450756
ejm_47~jmc_30,0.08012680000000016,1.1918481932260667,1.1385683154970543,0.3523695597557201
jmc_23~ejm_43,-1.1455576666666687,0.9255119773417371,0.9049109040351896,0.19418721884106543
intermediate_01~ejm_54,-1.095406666666669,1.75392490767422,0.3551619857552024,1.717589166720157
ejm_50~ejm_48,1.2641072500000021,2.0055488510463246,1.8182530119766245,0.8462754742819658
ejm_47~ejm_46,0.08247150000000047,0.6454332404434636,0.49113052942965174,0.41877783003819574
ejm_42~ejm_43,-0.5726821666666666,0.49875466174998184,0.4956137178022595,0.055886092577323014
ejm_47~jmc_28,0.30332870000000156,0.36024244990421384,0.27023607680035994,0.2382164677526304
intermediate_01~ejm_55,2.9554411666666596,0.9892339454526898,0.3993636206353594,0.9050372905847096
jmc_28~ejm_47,-0.1584509999999959,0.5258024740032664,0.4840497347454197,0.20533897818204058
ejm_54~ejm_46,0.03374166666667122,0.6679629483100181,0.6097186923982107,0.27279592455758583
ejm_49~ejm_55,1.9332075000000017,1.0477536699824717,0.3033579266455893,1.0028767228842375
ejm_44~ejm_45,0.3988357999999934,1.7193370361353066,0.5273277211375673,1.6364734395481035
ejm_43~intermediate_01,-3.757252666666666,0.45646668115806177,0.4533226620818346,0.053482661213653616
ejm_49~ejm_44,-3.16080791666667,0.6016600685335449,0.5652549237555513,0.20611091489267597
jmc_27~ejm_44,-1.764573916666663,1.0996513330912918,1.033119195308989,0.3766932208755053
ejm_54~ejm_48,-1.1665052000000031,0.955964334362071,0.7008347529254365,0.6501526418190268
ejm_46~ejm_42,-0.1886284166666652,0.2938715272475207,0.26615594523993097,0.12458526132825334
ejm_44~ejm_42,1.5386788333333357,0.5977760898233315,0.5954061197507355,0.05317712034178311
jmc_23~ejm_55,0.7051386666666648,0.8817546510180017,0.412087687986543,0.7795351191587095
jmc_23~jmc_30,-0.3267905000000013,0.1522456326460811,0.15045799057154702,0.023262109383668194
ejm_47~jmc_27,1.2184165000000036,0.4267098780239138,0.1938424533048684,0.3801400048665403
jmc_23~jmc_28,-1.0668344999999988,0.1459243579034662,0.14394482450657195,0.023954242365624975
ejm_44~intermediate_01,0.050799499999996556,0.43146804343626294,0.42614395386439957,0.06757220650188468
ejm_46~ejm_47,-1.0752093333333335,0.7138187768953064,0.5886690968493817,0.4037399418720477
ejm_48~ejm_44,-2.946981450000006,1.600438912076268,1.5251636068703347,0.4850574023413515
ejm_48~jmc_23,-0.331188066666666,0.47451887388206637,0.4569260483822787,0.12801073384704864
ejm_44~jmc_30,-0.029423599999997663,0.7468766408921219,0.7318421340635148,0.1491033450988273
intermediate_01~jmc_30,3.007883166666666,0.7446270125277673,0.7358048529640481,0.1142830089758898
ejm_47~ejm_44,-2.9835756000000018,1.7942818813622237,1.1480049450734962,1.3789605200554365
ejm_46~ejm_44,-2.0988059166666595,0.6579971739227614,0.6509718055253209,0.09589572097567484
ejm_48~jmc_28,-1.823742499999999,0.5051072815010854,0.46994301235523944,0.18516730533196193
ejm_42~ejm_47,0.9447696000000008,1.2432925006192204,1.2019232871775694,0.3180513383657739
jmc_30~ejm_48,0.3913507666666671,0.4751114585195994,0.46985659806909164,0.0704675476198876
ejm_42~jmc_28,-0.26440308333333284,0.5833081705115288,0.5483198621304257,0.19898178454013776
ejm_48~ejm_42,-2.4561866666666674,0.5000959254425204,0.4891993708954457,0.10382634617336338
ejm_50~ejm_44,-2.746783999999998,0.5302405207396187,0.5278043391976275,0.050769965120903725
ejm_45~ejm_44,-3.3721565833333287,2.1362888278950574,0.7494392827500066,2.0005176124344404
ejm_55~ejm_54,0.959296833333326,0.12033149858871395,0.1186646712274181,0.0199590920408329
ejm_46~ejm_49,-0.7386724999999998,0.4796052683686694,0.46292031049686805,0.1254033475488859
intermediate_01~jmc_28,-0.037820833333333304,0.3689567078385952,0.30262235515165326,0.21106577747603028
ejm_31~ejm_47,0.6975746666666751,0.6771004988068773,0.46156851467573096,0.4953984171801133
jmc_27~ejm_55,0.9853476666666587,1.0653421390720186,0.6736440760973319,0.825322683573835
jmc_27~ejm_49,-1.415355,0.3816438137916325,0.3734373665156061,0.07871806587633556
ejm_49~ejm_54,1.4066100833333337,1.055986262169655,0.994005205657719,0.3564556592570738
jmc_27~ejm_48,-0.12637016666666767,0.5167267525627973,0.5022677536684769,0.12138220808222538
ejm_55~jmc_23,0.19951899999999867,0.6212528687912567,0.6114691593838426,0.10982073621945602
jmc_23~ejm_47,-1.4465694000000013,0.6275541713180307,0.4576549340643676,0.4293904974090595
ejm_31~ejm_50,0.3655153333333203,0.21069250897525602,0.20431907236797717,0.05143004963032449
jmc_23~ejm_50,4.02942250000001,0.9797810955648456,0.9006876758279283,0.3856587945813422
ejm_45~ejm_55,-0.8062981666666644,0.4482084923243064,0.4441172747136917,0.060421013666696374
ejm_44~jmc_27,0.5237306000000075,0.8079184097816438,0.6406867315863811,0.4921916992730174
ejm_45~ejm_50,-0.5112366666666759,1.492671004226923,1.1500706101630094,0.951527360877812
ejm_55~intermediate_01,-1.7708298333333303,0.34420711169298596,0.10032467650763233,0.3292620461329648
jmc_30~ejm_54,1.291248133333312,1.6236827710679982,1.4004818313680891,0.821581633844706
ejm_31~jmc_23,0.6791109000000004,0.430348430780544,0.371125371782313,0.21786631289558434
ejm_42~ejm_55,0.4581351666666684,0.22350232035669684,0.22253518759908708,0.020769628910181994
ejm_46~ejm_54,0.15760816666666244,0.8857645846354967,0.6752414743333143,0.5732607179413797
ejm_50~intermediate_01,-3.957756333333336,0.7891956531657267,0.7429814997411333,0.2660982337748495
jmc_23~ejm_54,0.601716500000002,1.039684147275725,0.7698779394267965,0.6987353465228456
jmc_30~ejm_44,-2.9117910499999997,1.0400573371997828,0.858636971017474,0.5869086953394371
jmc_30~ejm_47,-1.1953121666666666,0.5776720890549365,0.3886918761084844,0.4273449051063568
ejm_43~jmc_30,0.5290348,0.9516831489909022,0.8330274113294831,0.4601805602662285
ejm_47~ejm_49,3.5632879999999996,3.9974360230989943,0.2804735737243647,3.987584398255639
ejm_44~jmc_28,1.1487724999999998,0.49416581946388777,0.4788748298503127,0.1219784999999991
ejm_42~jmc_23,1.6305422000000007,0.17402791948134833,0.17063158107964657,0.03421374427429213
ejm_31~jmc_30,1.1619128999999973,0.5116306962593977,0.4882219313983746,0.15298795722708677
ejm_42~ejm_45,0.7032653333333332,0.8632381312470249,0.2425181743333087,0.8284714879565226
intermediate_01~ejm_43,-0.579684499999999,3.0063934140901467,2.4779733717307737,1.702365803603276
ejm_31~ejm_46,0.3396070000000009,0.203554065912884,0.18684473583004704,0.0807669638049287
jmc_28~ejm_55,2.6743971666666653,1.0186079194702418,0.5920585199604146,0.8288720061322966
ejm_55~ejm_43,-1.700528333333338,0.6447296509143625,0.6411203687640187,0.06812485246989106
ejm_48~ejm_46,-0.8471324333333334,0.4769400799919082,0.47081364774592904,0.07619940287731918
jmc_28~ejm_44,-0.9433853499999962,1.179902611055812,1.161865825828896,0.20551879317293592
ejm_31~jmc_27,1.1156940000000048,0.36356797605049823,0.3552346545776391,0.07739517683009108
jmc_23~ejm_49,-1.9398314999999968,0.6670074972538547,0.6581347514328157,0.10843269963123063
jmc_27~ejm_54,0.054481833333341,0.42275503658465563,0.36878578176051724,0.20668543279335794
jmc_28~ejm_48,0.26230796666666656,0.23724291219177546,0.20627560908477396,0.1171945923749897
ejm_54~ejm_42,-0.9471066666666701,0.19651632868528923,0.19386573499353493,0.03216744060942863
jmc_28~ejm_31,-0.4762811666666664,0.4438858676823673,0.41439512676515783,0.15909538786972066
ejm_42~jmc_27,0.12742666666666663,0.5233658837417876,0.5130644035599994,0.10332843783027228
ejm_54~jmc_27,-0.25240300000000104,0.4275438727976987,0.3591826467207091,0.2319085799653842
ejm_55~ejm_46,-1.1956045000000017,0.7905704610781209,0.28938265281588854,0.735703292216714
jmc_28~ejm_50,0.5383235666666693,0.37197484791101343,0.24861657140818555,0.27668590115808245
ejm_48~ejm_55,0.3630853333333306,1.1058741624806494,0.8034084386952778,0.7599293018929417
intermediate_01~ejm_42,-2.0540401666666668,2.33381308448388,1.8468887282261262,1.4267745227818742
jmc_23~ejm_44,-3.400753799999997,1.3343134658209221,1.2856460454184666,0.35708076253265114
ejm_46~ejm_48,1.061611333333333,0.4896067039277433,0.4778630057595598,0.10659114530498198
ejm_47~ejm_54,3.0624400666666673,3.2442911362766105,2.1311549300442505,2.44614056036669
ejm_44~ejm_54,2.950955499999978,1.0340933036821125,0.7720455293285072,0.6879641424987576
ejm_47~jmc_23,-0.554967166666664,0.43687807116138777,0.40451650107611997,0.16501166449323512
ejm_50~jmc_23,0.7274127499999992,0.4523697813181681,0.3593775518987382,0.2747475099816501
ejm_50~ejm_46,-0.09274703333333179,0.43989501439938417,0.3305782967360293,0.29021649405321565
ejm_43~ejm_55,-0.6892999333333236,0.4077408702641558,0.40305286341485186,0.06165230390553055
ejm_49~ejm_46,1.1364636,0.49927307379111346,0.4723551791367029,0.1617225616775841
ejm_47~ejm_43,-0.7363483333333334,1.6399238953731903,1.3530972359229132,0.9265410151492216
ejm_43~jmc_23,0.6181243999999992,0.24440266485172837,0.19247308666969412,0.1506212916372273
jmc_28~ejm_42,0.07841283333333404,0.3785875765850764,0.3623635777871369,0.10964119042525336
jmc_30~ejm_43,-2.1176041666666667,0.9423862988928486,0.8992892252929163,0.2817282833033059
ejm_47~ejm_48,0.9918184500000002,2.3724567404697603,2.167348024745181,0.9649629656279886
ejm_54~intermediate_01,-1.9922195000000045,0.6411795467787523,0.6367174531217347,0.07551222482206355
ejm_46~ejm_31,-0.9650596666666686,0.2737221563581296,0.26567717352674647,0.0658745652599194
jmc_30~ejm_42,-0.22837480000000454,0.8654036775812433,0.7187645740927556,0.4819761531449456
jmc_23~ejm_42,-1.0197489999999974,0.4363716968719316,0.43465905453061077,0.03862336268949783
ejm_55~ejm_42,-0.5325368333333351,0.237609612394797,0.23642195989708295,0.023727300327424015
ejm_49~ejm_50,3.036908666666662,1.7078388527101995,1.6416938960080365,0.4706959726154926
ejm_55~jmc_30,0.4489940000000132,1.078508231395596,0.3524585227543246,1.0192904369834417
ejm_49~jmc_28,-0.15983843333333336,0.4980620108761434,0.4729720259243244,0.15608724922628303
ejm_49~ejm_48,1.538352933333334,1.7729124961020792,1.5677019551192313,0.8279669671854335
ejm_47~ejm_42,-1.7697428333333285,1.0768885002464248,1.0055294577228926,0.3854858643510806
ejm_54~ejm_43,-1.2331585000000018,0.7517947725193249,0.6787929712372178,0.3231647910684781
ejm_42~ejm_54,1.2057223333333411,0.22332297536338577,0.22007796175365743,0.03793207185893112
ejm_54~ejm_49,-1.923838416666669,1.0606538661240252,1.009314133395931,0.32599325737055107
ejm_50~ejm_45,0.9994556666666696,1.1192154336179772,0.5736865776674426,0.9610030683889068
jmc_27~ejm_42,-0.3552548333333333,0.4025687561092239,0.39173731497788583,0.09275494299089641
ejm_43~ejm_48,0.21229716666666754,0.5980189190936419,0.5270949609808728,0.28248456542349343
ejm_48~ejm_54,-0.9058241666666618,1.2221111517467749,1.088405016875941,0.5558148850679614
ejm_50~jmc_27,0.28593219999999775,0.7851343044022087,0.7479831859121565,0.23865671903770133
intermediate_01~jmc_23,1.501755166666662,0.28992887902281755,0.2651575808280487,0.1172612989048152
ejm_44~ejm_48,2.6913080833333325,0.9110983505638438,0.8707397153608887,0.2681651589848977
jmc_28~jmc_23,0.526423833333336,0.3066539170073668,0.30617293605201457,0.017168519017376187
jmc_28~intermediate_01,-1.2797781666666666,0.48998393956648667,0.482303952613149,0.08641272086231158
jmc_27~ejm_47,-0.993266000000002,0.42401019031471676,0.37812373498053237,0.1918517201775748
ejm_44~ejm_46,0.8800058333333318,1.1464019519122404,1.0548496744785092,0.4489204824919194
