lig_1_path,lig_2_path,lig_1_smiles,lig_2_smiles,lig_1_benzene_deriv,lig_2_benzene_deriv,sf_prediction
input_files_example/jmc_30.sdf,input_files_example/ejm_44.sdf,N#C[C@@H]1C[C@@H]1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CC(C)(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,N#CC1CC1Cc1ccccc1,CC(C)(C)Cc1ccccc1,0.31986538
input_files_example/ejm_44.sdf,input_files_example/ejm_55.sdf,CC(C)(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,COC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CC(C)(C)Cc1ccccc1,COCc1ccccc1,0.16050187
input_files_example/ejm_55.sdf,input_files_example/ejm_44.sdf,COC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CC(C)(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,COCc1ccccc1,CC(C)(C)Cc1ccccc1,0.13707091
input_files_example/ejm_44.sdf,input_files_example/ejm_43.sdf,CC(C)(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CC(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCc1ccccc1,c1ccccc1,0.1260438
input_files_example/ejm_43.sdf,input_files_example/ejm_44.sdf,CC(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CC(C)(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,c1ccccc1,CCc1ccccc1,0.14835945
input_files_example/ejm_44.sdf,input_files_example/ejm_49.sdf,CC(C)(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,O=C(Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1)c1ccccc1,CC(C)(C)Cc1ccccc1,c1ccc(Cc2ccccc2)cc1,0.13328451
input_files_example/ejm_49.sdf,input_files_example/ejm_44.sdf,O=C(Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1)c1ccccc1,CC(C)(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,c1ccc(Cc2ccccc2)cc1,CC(C)(C)Cc1ccccc1,0.16546135
input_files_example/ejm_44.sdf,input_files_example/ejm_42.sdf,CC(C)(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CC(C)c1ccccc1,c1ccccc1,0.14135039
input_files_example/ejm_42.sdf,input_files_example/ejm_44.sdf,CCC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CC(C)(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,c1ccccc1,CC(C)c1ccccc1,0.17506282
input_files_example/ejm_44.sdf,input_files_example/ejm_45.sdf,CC(C)(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,O=C(CC1CC1)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CC(C)(C)c1ccccc1,c1ccc(CC2CC2)cc1,0.28900853
input_files_example/ejm_45.sdf,input_files_example/ejm_44.sdf,O=C(CC1CC1)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CC(C)(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,c1ccc(CC2CC2)cc1,CC(C)(C)c1ccccc1,0.19324227
input_files_example/ejm_44.sdf,input_files_example/ejm_47.sdf,CC(C)(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,O=C(Nc1ccnc(NC(=O)C2CCC2)c1)c1c(Cl)cccc1Cl,CC(C)(C)Cc1ccccc1,c1ccc(CC2CCC2)cc1,0.26685682
input_files_example/ejm_47.sdf,input_files_example/ejm_44.sdf,O=C(Nc1ccnc(NC(=O)C2CCC2)c1)c1c(Cl)cccc1Cl,CC(C)(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,c1ccc(CC2CCC2)cc1,CC(C)(C)Cc1ccccc1,0.19434458
input_files_example/jmc_27.sdf,input_files_example/ejm_54.sdf,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,ClC1CC1Cc1ccccc1,CCNCc1ccccc1,0.65542287
input_files_example/ejm_54.sdf,input_files_example/jmc_27.sdf,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,CCNCc1ccccc1,ClC1CC1Cc1ccccc1,0.6069085
input_files_example/jmc_27.sdf,input_files_example/ejm_46.sdf,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl,ClCc1ccccc1,c1ccccc1,0.12212989
input_files_example/ejm_46.sdf,input_files_example/jmc_27.sdf,O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,c1ccccc1,ClCc1ccccc1,0.12639928
input_files_example/jmc_27.sdf,input_files_example/ejm_31.sdf,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,CC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,ClC1CC1Cc1ccccc1,CCc1ccccc1,0.29533318
input_files_example/ejm_31.sdf,input_files_example/jmc_27.sdf,CC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,CCc1ccccc1,ClC1CC1Cc1ccccc1,0.43951258
input_files_example/jmc_27.sdf,input_files_example/jmc_28.sdf,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,C[C@@H]1C[C@@H]1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,ClCc1ccccc1,CCc1ccccc1,0.13996409
input_files_example/jmc_28.sdf,input_files_example/jmc_27.sdf,C[C@@H]1C[C@@H]1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,CCc1ccccc1,ClCc1ccccc1,0.12058299
input_files_example/jmc_27.sdf,input_files_example/ejm_48.sdf,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,O=C(Nc1ccnc(NC(=O)C2CCCC2)c1)c1c(Cl)cccc1Cl,ClC1CC1Cc1ccccc1,c1ccc(CC2CCCC2)cc1,0.45472056
input_files_example/ejm_48.sdf,input_files_example/jmc_27.sdf,O=C(Nc1ccnc(NC(=O)C2CCCC2)c1)c1c(Cl)cccc1Cl,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,c1ccc(CC2CCCC2)cc1,ClC1CC1Cc1ccccc1,0.4284536
input_files_example/jmc_27.sdf,input_files_example/jmc_23.sdf,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2F)c1)c1c(Cl)cccc1Cl,ClCc1ccccc1,FCc1ccccc1,0.12143996
input_files_example/jmc_23.sdf,input_files_example/jmc_27.sdf,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2F)c1)c1c(Cl)cccc1Cl,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,FCc1ccccc1,ClCc1ccccc1,0.120122276
input_files_example/jmc_27.sdf,input_files_example/ejm_50.sdf,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,O=C(CO)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,ClC1CC1Cc1ccccc1,OCCc1ccccc1,0.57079464
input_files_example/ejm_50.sdf,input_files_example/jmc_27.sdf,O=C(CO)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,OCCc1ccccc1,ClC1CC1Cc1ccccc1,0.42822212
input_files_example/jmc_27.sdf,input_files_example/jmc_30.sdf,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,N#C[C@@H]1C[C@@H]1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,ClCc1ccccc1,N#CCc1ccccc1,0.14849274
input_files_example/jmc_30.sdf,input_files_example/jmc_27.sdf,N#C[C@@H]1C[C@@H]1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,N#CCc1ccccc1,ClCc1ccccc1,0.141498
input_files_example/jmc_27.sdf,input_files_example/ejm_55.sdf,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,COC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,ClC1CC1Cc1ccccc1,COCc1ccccc1,0.34080175
input_files_example/ejm_55.sdf,input_files_example/jmc_27.sdf,COC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,COCc1ccccc1,ClC1CC1Cc1ccccc1,0.4087929
input_files_example/jmc_27.sdf,input_files_example/ejm_43.sdf,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,CC(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,ClC1CC1Cc1ccccc1,CC(C)Cc1ccccc1,0.4000703
input_files_example/ejm_43.sdf,input_files_example/jmc_27.sdf,CC(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,CC(C)Cc1ccccc1,ClC1CC1Cc1ccccc1,0.44408756
input_files_example/jmc_27.sdf,input_files_example/ejm_49.sdf,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,O=C(Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1)c1ccccc1,ClC1CC1Cc1ccccc1,c1ccc(-c2ccccc2)cc1,0.3234569
input_files_example/ejm_49.sdf,input_files_example/jmc_27.sdf,O=C(Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1)c1ccccc1,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,c1ccc(-c2ccccc2)cc1,ClC1CC1Cc1ccccc1,0.58983934
input_files_example/jmc_27.sdf,input_files_example/ejm_42.sdf,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,CCC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,ClC1CC1Cc1ccccc1,CCCc1ccccc1,0.3273299
input_files_example/ejm_42.sdf,input_files_example/jmc_27.sdf,CCC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,CCCc1ccccc1,ClC1CC1Cc1ccccc1,0.40868092
input_files_example/jmc_27.sdf,input_files_example/ejm_45.sdf,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,O=C(CC1CC1)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,ClC1CC1Cc1ccccc1,c1ccc(CCC2CC2)cc1,0.4599702
input_files_example/ejm_45.sdf,input_files_example/jmc_27.sdf,O=C(CC1CC1)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,c1ccc(CCC2CC2)cc1,ClC1CC1Cc1ccccc1,0.42658517
input_files_example/jmc_27.sdf,input_files_example/ejm_47.sdf,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,O=C(Nc1ccnc(NC(=O)C2CCC2)c1)c1c(Cl)cccc1Cl,ClC1CC1Cc1ccccc1,c1ccc(CC2CCC2)cc1,0.46057552
input_files_example/ejm_47.sdf,input_files_example/jmc_27.sdf,O=C(Nc1ccnc(NC(=O)C2CCC2)c1)c1c(Cl)cccc1Cl,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2Cl)c1)c1c(Cl)cccc1Cl,c1ccc(CC2CCC2)cc1,ClC1CC1Cc1ccccc1,0.4342385
input_files_example/ejm_54.sdf,input_files_example/ejm_46.sdf,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl,CCNCc1ccccc1,c1ccc(CC2CC2)cc1,0.43085226
input_files_example/ejm_46.sdf,input_files_example/ejm_54.sdf,O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,c1ccc(CC2CC2)cc1,CCNCc1ccccc1,0.40241313
input_files_example/ejm_54.sdf,input_files_example/ejm_31.sdf,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCNCc1ccccc1,CCc1ccccc1,0.2398087
input_files_example/ejm_31.sdf,input_files_example/ejm_54.sdf,CC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCc1ccccc1,CCNCc1ccccc1,0.31107068
input_files_example/ejm_54.sdf,input_files_example/jmc_28.sdf,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,C[C@@H]1C[C@@H]1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCNCc1ccccc1,CC1CC1Cc1ccccc1,0.6760982
input_files_example/jmc_28.sdf,input_files_example/ejm_54.sdf,C[C@@H]1C[C@@H]1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CC1CC1Cc1ccccc1,CCNCc1ccccc1,0.6452155
input_files_example/ejm_54.sdf,input_files_example/ejm_48.sdf,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,O=C(Nc1ccnc(NC(=O)C2CCCC2)c1)c1c(Cl)cccc1Cl,CCNCc1ccccc1,c1ccc(CC2CCCC2)cc1,0.4107986
input_files_example/ejm_48.sdf,input_files_example/ejm_54.sdf,O=C(Nc1ccnc(NC(=O)C2CCCC2)c1)c1c(Cl)cccc1Cl,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,c1ccc(CC2CCCC2)cc1,CCNCc1ccccc1,0.35122773
input_files_example/ejm_54.sdf,input_files_example/jmc_23.sdf,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2F)c1)c1c(Cl)cccc1Cl,CCNCc1ccccc1,FC1CC1Cc1ccccc1,0.6182707
input_files_example/jmc_23.sdf,input_files_example/ejm_54.sdf,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2F)c1)c1c(Cl)cccc1Cl,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,FC1CC1Cc1ccccc1,CCNCc1ccccc1,0.6543078
input_files_example/ejm_54.sdf,input_files_example/ejm_50.sdf,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,O=C(CO)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCNCc1ccccc1,OCCc1ccccc1,0.5183568
input_files_example/ejm_50.sdf,input_files_example/ejm_54.sdf,O=C(CO)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,OCCc1ccccc1,CCNCc1ccccc1,0.3527466
input_files_example/ejm_54.sdf,input_files_example/jmc_30.sdf,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,N#C[C@@H]1C[C@@H]1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCNCc1ccccc1,N#CC1CC1Cc1ccccc1,0.6328208
input_files_example/jmc_30.sdf,input_files_example/ejm_54.sdf,N#C[C@@H]1C[C@@H]1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,N#CC1CC1Cc1ccccc1,CCNCc1ccccc1,0.6499271
input_files_example/ejm_54.sdf,input_files_example/ejm_55.sdf,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,COC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCNCc1ccccc1,COCc1ccccc1,0.29442278
input_files_example/ejm_55.sdf,input_files_example/ejm_54.sdf,COC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,COCc1ccccc1,CCNCc1ccccc1,0.26843548
input_files_example/ejm_54.sdf,input_files_example/ejm_43.sdf,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CC(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCNCc1ccccc1,CC(C)Cc1ccccc1,0.3288883
input_files_example/ejm_43.sdf,input_files_example/ejm_54.sdf,CC(C)C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CC(C)Cc1ccccc1,CCNCc1ccccc1,0.32898074
input_files_example/ejm_54.sdf,input_files_example/ejm_49.sdf,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,O=C(Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1)c1ccccc1,CCNCc1ccccc1,c1ccc(Cc2ccccc2)cc1,0.24602358
input_files_example/ejm_49.sdf,input_files_example/ejm_54.sdf,O=C(Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1)c1ccccc1,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,c1ccc(Cc2ccccc2)cc1,CCNCc1ccccc1,0.45437092
input_files_example/ejm_54.sdf,input_files_example/ejm_42.sdf,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCNCc1ccccc1,CCCc1ccccc1,0.26323688
input_files_example/ejm_42.sdf,input_files_example/ejm_54.sdf,CCC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCCc1ccccc1,CCNCc1ccccc1,0.2922426
input_files_example/ejm_54.sdf,input_files_example/ejm_45.sdf,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,O=C(CC1CC1)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCNCc1ccccc1,c1ccc(CCC2CC2)cc1,0.4193834
input_files_example/ejm_45.sdf,input_files_example/ejm_54.sdf,O=C(CC1CC1)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,c1ccc(CCC2CC2)cc1,CCNCc1ccccc1,0.35929722
input_files_example/ejm_54.sdf,input_files_example/ejm_47.sdf,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,O=C(Nc1ccnc(NC(=O)C2CCC2)c1)c1c(Cl)cccc1Cl,CCNCc1ccccc1,c1ccc(CC2CCC2)cc1,0.41699517
input_files_example/ejm_47.sdf,input_files_example/ejm_54.sdf,O=C(Nc1ccnc(NC(=O)C2CCC2)c1)c1c(Cl)cccc1Cl,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,c1ccc(CC2CCC2)cc1,CCNCc1ccccc1,0.3615332
input_files_example/ejm_46.sdf,input_files_example/ejm_31.sdf,O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl,CC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,c1ccc(CC2CC2)cc1,CCc1ccccc1,0.17604227
input_files_example/ejm_31.sdf,input_files_example/ejm_46.sdf,CC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl,CCc1ccccc1,c1ccc(CC2CC2)cc1,0.2889489
